rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
m/chasing_coral,Chasing Coral,"Coral reefs around the world are vanishing at an unprecedented rate. Divers, photographers and scientists set out on an ocean adventure to discover why the reefs are disappearing and to reveal the underwater mystery to the world.",Chasing Coral offers a breathtakingly beautiful look at some of the Earth's most incredible natural wonders while delivering a sobering warning about their uncertain future.,NR,Documentary,Jeff Orlowski,,,7/14/2017,7/15/2017,93,Netflix,Fresh,100,31,Upright,89,610,14,31,0
m/chelsea_peretti_one_of_the_greats,Chelsea Peretti: One of the Greats,,,NR,Comedy,Lance Bangs,Chelsea Peretti,Chelsea Peretti,,,,Netflix,Fresh,100,7,,,,4,7,0
m/chopsticks,Chopsticks,A gifted but insecure woman has a transformative experience when she asks a con man to help recover her stolen car.,,NR,"Comedy, Drama",Sachin Yardi,,"Mithila Palkar, Abhay Deol, Vijay Raaz",,5/31/2019,,Netflix,Rotten,17,6,Upright,78,27,0,1,5
m/chris_rock_tamborine,Chris Rock: Tamborine,,"Chris Rock reasserts his credentials as one of comedy's preeminent figures in Tamborine, an introspective standup act delivered with fresh sensitivity and trademark exuberance.",NR,Comedy,Bo Burnham,Chris Rock,Chris Rock,,,,Netflix,Certified-Fresh,100,23,Spilled,36,288,12,23,0
m/christmas_inheritance,Christmas Inheritance,"Before ambitious heiress Ellen Langford can inherit her father's business, she must deliver a special Christmas card to her dad's former partner in Snow Falls. When a snowstorm strands her at the town inn, she discovers the true gift of Christmas.",,NR,Drama,Ernie Barbarash,Dinah Eng,"Eliza Taylor, Jake Lacy, Andie MacDowell, Michael Xavier, Neil Crone",12/15/2017,12/15/2017,104,Netflix,Rotten,43,7,Spilled,35,136,1,3,4
m/circus_of_books,Circus of Books,"In 1976 a couple take over an adult book store, and the store becomes the biggest distributor of gay porn in the United States.","Like the cheekily named store at this documentary's center, Circus of Books proves there are countless stories below the surface if we're only willing to look.",NR,Documentary,Rachel Mason,Rachel Mason,"Larry Flynt, Justin Honard, Jeff Stryker",,4/22/2020,92,Netflix,Certified-Fresh,98,55,Upright,82,161,15,54,1
m/city_of_joy_2018,City of Joy,"Congolese doctor Dr. Denis Mukwege, playwright Eve Ensler, and a charismatic Congolese human rights activist join forces to create a safe haven for women survivors in the middle of violence-torn Eastern Congo.",,NR,Documentary,Madeleine Gavin,Madeleine Gavin,"Christine Schuler, Denis Mukwege, Eve Ensler, Jane Mukunilwa",9/7/2018,9/7/2018,74,Netflix,Fresh,100,8,Upright,60,47,1,8,0
m/close_2019,Close,"After an attempted kidnapping, a counter-terrorism expert is assigned to safeguard a wealthy young heiress.","Close puts a welcome female-fronted spin on the prototypical action thriller; unfortunately, the rest of the movie's ingredients are tediously predictable.",NR,"Action & Adventure, Mystery & Suspense",Vicky Jewson,"Rupert Whitaker, Vicky Jewson","Noomi Rapace, Sophie Nélisse, Charley Palmer Rothwell, Eoin Macken, Indira Varma",,1/18/2019,94,Netflix,Rotten,37,35,Spilled,35,343,4,13,22
m/close_enemies_2018,Close Enemies (Freres Ennemis),,"While Close Enemies is a perfectly well-produced film noir, it is too predictable and derivative to make an impact.",NR,"Art House & International, Drama, Mystery & Suspense",David Oelhoffen,"David Oelhoffen, Jeanne Aptekman","Matthias Schoenaerts, Reda Kateb, Adel Bencherif, Fianso, Sabrina Ouazani, Gwendolyn Gourvenec, Marc Barbé",,,,Netflix,Rotten,58,12,Spilled,53,19,2,7,5
m/coffee_and_kareem,Coffee & Kareem,"A 12-year-old's scheme to scare away his mom's new boyfriend, police officer James Coffee, backfires, exposing his family to a secret network of criminal activity.","An awkward blend of kid-friendly premise and thoroughly adult humor, Coffee & Kareem proves a distinctly unarresting odd couple comedy.",NR,"Action & Adventure, Comedy",Michael Dowse,Shane Mack,"Ed Helms, Taraji P. Henson, Terrence Little Gardenhigh, Betty Gilpin, RonReaco Lee, Andrew Bachelor, David Alan Grier",,4/4/2020,88,Netflix,Rotten,20,69,Spilled,30,398,17,14,55
m/come_sunday,Come Sunday,"Internationally-renowned pastor Carlton Pearson risks his church, family and future when he questions church doctrine and finds himself branded a heretic.","Come Sunday benefits greatly from Chiwetel Ejiofor's central performance, which is often enough to lift an otherwise uneven drama.",NR,Drama,Joshua Marston,Marcus Hinchey,"Chiwetel Ejiofor, Martin Sheen, Jason Segel, Condola Rashad, LaKeith Stanfield, Danny Glover",,4/13/2018,106,Netflix,Fresh,68,34,Upright,60,146,11,23,11
m/crip_camp_a_disability_revolution,Crip Camp: A Disability Revolution,A groundbreaking summer camp galvanizes teens who have disabilities.,"As entertaining as it is inspiring, Crip Camp uses one group's remarkable story to highlight hope for the future and the power of community.",R,Documentary,"Nicole Newnham, Jim LeBrecht",,,,3/26/2020,107,Netflix,Certified-Fresh,100,84,Upright,92,93,24,84,0
m/cuba_and_the_cameraman,Cuba And The Cameraman,"Life in Cuba over the course of 45 years, from the cautious optimism of the early 1970s to the harrowing 1990s after the fall of the Soviet Union and the 2016 death of Fidel Castro. The focus is on three families and their growth and struggle.",,NR,Documentary,Jon Alpert,Jon Alpert,,11/24/2017,11/24/2017,113,Netflix,Fresh,100,7,Upright,93,307,4,7,0
m/curtiz,Curtiz,"As America prepares to enter WWII, Hungarian film director Michael Curtiz grapples with political intervention and a dysfunctional relationship with his estranged daughter amid the troubled production of ""Casablanca"" in 1942.",,NR,Drama,Tamas Yvan Topolanszky,"Tamas Yvan Topolanszky, Zsuzsanna Bak, Ward Parry","Ferenc Lengyel, Evelin Dobos, Declan Hannigan, Scott Alexander Young, Nikolett Barabas, Yan Feldman, Rafael Feldman, Christopher Krieg, József Gyabronka, Lili Bordán, Caroline Boulton",,3/26/2020,100,Netflix,Rotten,57,7,Upright,64,11,0,4,3
m/dangerous_lies_2020,Dangerous Lies (Windfall),A caregiver is drawn into a web of lies and murder after a wealthy elderly man dies and leaves his estate to her.,"Energetic enough to be diverting but too mediocre to be memorable, Dangerous Lies feigns erotic thrills without ever really working up a sweat.",NR,Drama,Michael Scott,David Golden,"Camila Mendes, Jessie T. Usher, Jamie Chung, Cam Gigandet, Sasha Alexander, Elliott Gould",,5/1/2020,96,Netflix,Rotten,25,28,Spilled,22,296,5,7,21
m/dave_chappelle_sticks_and_stones,Dave Chappelle: Sticks & Stones,,"Edgy, but empty, Sticks and Stones won't break any bones, but it won't elicit many laughs, either.",NR,Comedy,Stan Lathan,Dave Chappelle,Dave Chappelle,,8/26/2019,,Netflix,Rotten,35,17,Upright,99,40887,3,6,11
m/dead_kids,Dead Kids,"A socially awkward teen bonds with a group of misfits that plots to abduct the school's arrogant rich kids, but the kidnapping scheme turns deadly.",,NR,"Drama, Mystery & Suspense",Mikhail Red,,"Khalil Ramos, Vance Larena, Kelvin Miranda, Jan Silverio, Markus Paterson, Gabby Padilla, Sue Ramirez",,12/1/2019,98,Netflix,Rotten,17,6,Upright,76,17,1,1,5
m/dear_ex,Dear Ex,"A teenager becomes trapped in the middle of a bitter feud between his mother and a free-spirited man, who is both the lover and insurance beneficiary of his recently deceased father.",,NR,"Drama, Romance","Chih-Yen Hsu, Mag Hsu","Shih-Yuan Lu, Mag Hsu","Ying-Xuan Hsieh, Roy Chiu, Joseph Huang, Spark Chen, Ai-Lin Kao, Min-Fu Chou",,2/1/2019,100,Netflix,Fresh,89,9,Upright,88,73,1,8,1
m/deidra_and_laney_rob_a_train,Deidra & Laney Rob a Train,"Two sisters (Ashleigh Murray, Rachel Crow) turn to train robbery to make ends meet after their mother is arrested and thrown in jail.",,NR,Comedy,Sydney Freeland,Shelby Farrell,"Ashleigh Murray, Rachel Crow, Danielle Nicolet, Tim Blake Nelson, Sasheer Zamata, Missi Pyle, Sharon Lawrence",3/17/2017,5/23/2017,80,Netflix,Fresh,92,24,Spilled,57,237,6,22,2
m/dolemite_is_my_name,Dolemite Is My Name,"Performer Rudy Ray Moore develops an outrageous character named Dolemite, who becomes an underground sensation and star of a kung-fu, anti-establisment film that could make or break Moore.","In dramatizing Rudy Ray Moore's stranger-than-fiction story, Eddie Murphy makes Dolemite Is My Name just as bold, brash, and ultimately hard to resist as its subject.",R,Drama,Craig Brewer,Larry Karaszewski,"Eddie Murphy, Wesley Snipes, Keegan-Michael Key, Mike Epps, Craig Robinson, Tituss Burgess, Da'Vine Joy Randolph, Kodi Smit-McPhee, Chris Rock, Snoop Dogg, T.I., Aleksandar Filimonovic, Chelsea Gilson, Luenell, Ivo Nandi, Phil Abrams, Aaron Craven, Tommie Earl Jenkins, Li Eubanks, Gerald Downey, Jernard Burks, Lanease Adams, Garland Whitt, Fatimah Hassan, Mark Krenik, Toni Duclottni, Anika C. McFall, Cheryl Francis Harrington, Leon Bubba Ganter, Adam Pepper, Denise Milfort, David M Sandoval Jr., Shannon Reynosa, Quartay Denaya, Kyle Merryman, Joshua Weinstein, Justin Gant, A.J. Tannen, Saudia Rashed, Stephaun Pender, Leonel Claude, Michael Peter Bolus, Eric Shackelford, Joseph Beck, Alfonso Christian Lover, Demetrius Hodges, Claude Phillips, Ro Lott, John Michael Herndon, Valerie Hall, Henry Monfries, Denise Jaxon, Lamar Usher, Timothy P. Brown, Martel Shaw, Cliff Redding, Chris Reese, Cjon Saulsberry, Tiarra Dowell, Bernadine Durham, Kezii Curtis, deMann",10/4/2019,10/25/2019,118,Netflix,Certified-Fresh,97,226,,91,113,39,219,7
m/dovlatov,Dovlatov,"In 1971 Leningrad, Russian-Jewish Sergei Dovlatov is a young writer whose manuscripts are routinely rejected by the official media, while other writers have been forced into exile for their views. Sergei wants to stay in the country with his family and write about the reality he sees, in spite of the fact that his texts will not be published under the Brezhnev regime.",,NR,"Art House & International, Drama",Alexey German,"Aleksei German, Yulia Tupikina","Milan Maric, Danila Kozlovsky, Helena Sujecka, Artur Beschastnyi, Elena Lyadova",10/26/2018,10/26/2018,126,Netflix,Fresh,80,15,Upright,60,67,6,12,3
m/drive_2019,Drive,A stunt driver becomes attracted to his neighbor and is drawn into a dangerous underworld.,,NR,Action & Adventure,Tarun Mansukhani,Hossein Amini,"Sushant Singh Rajput, Jacqueline Fernandez, Vikramjeet Virk, Sapna Pabbi, Boman Irani, Pankaj Tripathi, Zachary Coffin",,11/1/2019,147,Netflix,Rotten,0,8,Spilled,17,24,0,0,8
m/dumplin,Dumplin',"The plus-size, teenage daughter of a former beauty queen signs up for her mom's pageant as a protest that escalates when other contestants follow in her footsteps, revolutionizing the pageant and their small Texas town.","Elevated by a solid soundtrack and a terrific cast, Dumplin' offers sweetly uplifting drama that adds just enough new ingredients to a reliably comforting formula.",NR,Comedy,Anne Fletcher,Kristin Hahn,"Danielle MacDonald, Jennifer Aniston, Luke Benward, Odeya Rush, Dove Cameron, Bex Taylor-Klaus, Harold Perrineau, Ginger Minj",12/7/2018,12/7/2018,110,Netflix,Certified-Fresh,85,62,Upright,74,1114,16,53,9
m/earthquake_bird,Earthquake Bird,"While working as a translator in Japan, a woman falls for a photographer, but consequences arise after she meets and befriends a woman who interrupts their life.","Riley Keough and Alicia Vikander give it their all, but Earthquake Bird suffers from a frustrating inability to bring its literary source material consistently to life.",R,Mystery & Suspense,Wash Westmoreland,"Susanna Jones, Wash Westmoreland","Alicia Vikander, Riley Keough, Jack Huston, Kiki Sukezane, Ken Yamamura, Yurino, Crystal Kay, Naoki Kobayashi, Akiko Iwase, Yoshiko Sakuma, Kenta Ogawa, Niclas Ericsson, Kazuhiro Muroyama, Burger Hasegawa, Yaeko Kimura, Adelaide Young",11/1/2019,11/15/2019,107,Netflix,Rotten,50,40,Spilled,54,197,10,20,20
m/el_camino_a_breaking_bad_movie,El Camino: A Breaking Bad Movie,Jesse Pinkman flees from the police and tries to escape his inner turmoil.,"Entertaining if not essential, El Camino adds a satisfying belated coda to the Breaking Bad story -- led by a career-best performance from Aaron Paul.",NR,"Drama, Mystery & Suspense, Television",Vince Gilligan,Vince Gilligan,"Aaron Paul, Jesse Plemons, Charles Baker (II), Jonathan Banks, Larry Hankin, Krysten Ritter, Bryan Cranston, Scott Shepherd, Scott MacArthur, Tom Bower, Kevin Rankin, Tess Harper, Michael Bofshever, Marla Gibbs, Brendan Sexton III, Johnny Ortiz, Robert Forster",10/11/2019,10/11/2019,122,Netflix,Certified-Fresh,91,126,Upright,81,4773,27,115,11
m/el_camino_christmas,El Camino Christmas,A young man seeking the father he has never met ends up barricaded inside of a liquor store with five other people on Christmas Eve.,,NR,Drama,David E. Talbert,"Ted Melfi, Christopher Wehner","Luke Grimes, Vincent D'Onofrio, Dax Shepard, Tim Allen, Kurtwood Smith, Michelle Mylett, Jessica Alba",12/8/2017,12/8/2017,88,Netflix,Rotten,40,5,Spilled,39,232,0,2,3
m/eli_2019,Eli,A boy becomes trapped in a haunted house while undergoing treatment for a rare disease.,"Intermittently effective if not wholly successful, Eli offers horror fans a handful of jump scares in search of a truly terrifying story.",R,Horror,Ciaran Foy,"David Chirchirillo, Ian Goldberg, Richard Naing","Kelly Reilly, Charlie Shotwell, Lili Taylor, Max Martini, Sadie Sink",1/4/2019,10/18/2019,98,Netflix,Rotten,48,25,Spilled,38,551,3,12,13
m/elisa_and_marcela,Elisa & Marcela,,"While it may be visually attractive, Elisa & Marcela is an underwhelming melodrama that lacks passion and energy.",NR,"Drama, Romance",Isabel Coixet,Isabel Coixet,"Natalia de Molina, Greta Fernández, Sara Casasnovas, Tamar Novas, Maria Pujalte, Francesc Orella",,,,Netflix,Rotten,43,14,,,,3,6,8
m/end_game_2018,End Game,Visionary medical practitioners work on the cutting edge of life and death.,,NR,Documentary,"Jeffrey Friedman, Rob Epstein",,,5/4/2018,5/4/2018,40,Netflix,Fresh,100,7,Upright,84,47,1,7,0
m/enter_the_anime,Enter the Anime,,,NR,Documentary,Alex Burunova,,"Kôzô Morishita, Yoko Takahashi, Shinji Aramaki, Toshiki Hirano, Seiji Kishi, Masahito Kobayashi, Naoko Ogigami, Rarecho, Yukio Takahashi, Kenji Kamiyama, Hiroyuki Seshita, Rui Kuroki, Adi Shankar, Lesean Thomas",,,,Netflix,Rotten,0,5,,,,0,0,5
m/extinction_2018,Extinction,A man's home life starts to suffer when he has recurring nightmares about a destructive and unknown force. He must soon find the strength to save his wife and two daughters when extraterrestrials launch a devastating attack on the planet.,"Extinction has a few intriguing ideas, but they -- and some game performances from its talented stars -- are lost in the movie's muddled plot and frustrating pacing.",NR,"Mystery & Suspense, Science Fiction & Fantasy",Ben Young,Spenser Cohen,"Michael Peña, Lizzy Caplan, Mike Colter, Israel Broussard, Erica Tremblay",1/26/2018,7/27/2018,,Netflix,Rotten,33,24,Spilled,47,1237,3,8,16
m/extraction_2020,Extraction,"A black-market mercenary who has nothing to lose is hired to rescue the kidnapped son of an imprisoned international crime lord. But in the murky underworld of weapons dealers and drug traffickers, an already deadly mission approaches the impossible.",Spectacular stunt work and an electric performance from Chris Hemsworth can't save Extraction from being dragged down by its aimless violence.,R,"Action & Adventure, Drama, Mystery & Suspense",Sam Hargrave,,"Chris Hemsworth, David Harbour, Derek Luke, Nico Pimparé Gaetan, Randeep Hooda, Pankaj Tripathi, Marc Donato, Fay Masterson, Prashant Narayanan, Golshifteh Farahani, Priyanshu Painyuli, Hays Wellford, Ankit Vaishnav, Rohit Sukhwani, Rudhraksh Jaiswal, Bhagwan Tiwari, Suhail Nayyar, Jay Ali, Mir Sarwar, Geetanjali Thapa, Suraj Rikame",,4/25/2020,117,Netflix,Fresh,66,207,Upright,69,3755,32,137,70
m/extremely_wicked_shockingly_evil_and_vile,"Extremely Wicked, Shockingly Evil and Vile","A chronicle of the crimes of Ted Bundy from the perspective of his longtime girlfriend, who refused to believe the truth about him for years.","Extremely Wicked, Shockingly Evil and Vile often transcends its narrative limitations through sheer force of Zac Efron's compulsively watchable performance.",R,Mystery & Suspense,Joe Berlinger,Michael Werwie,"Zac Efron, Lily Collins, Haley Joel Osment, Kaya Scodelario, John Malkovich, Jim Parsons",5/3/2019,5/3/2019,110,Netflix,Rotten,54,180,Spilled,57,1401,27,98,82
m/eye_for_an_eye_2019,Eye for an Eye (Quien a hierro mata),,,NR,Drama,Paco Plaza,"Juan Galinanes, Jorge Guerricaechevarría","Luis Tosar, Xan Cejudo, Maria Vazquez, Ismael Mello Martinez, Enric Auquer",,,,Netflix,Fresh,88,8,Upright,61,54,0,7,1
m/father_of_the_year,Father of the Year,"When a drunken debate between two college graduates about whose father would win in a fight is taken seriously by their dads, jobs are lost, relationships ruined, and best friends come of age as they come to grips with the identity of their fathers.",,NR,Comedy,Tyler Spindel,"Brandon Cournoyer, Tyler Spindel","David Spade, Nat Faxon, Joey Bragg, Matt Shively, Bridgit Mendler",,7/20/2018,90,Netflix,Rotten,0,11,Spilled,50,361,2,0,11
m/feel_the_beat,Feel the Beat,"After failing to find success on Broadway, April returns to her hometown and is recruited to train a misfit group of young dancers.",,NR,Drama,Elissa Down,"Michael Armbruster, Shawn Ku","Sofia Carson, Wolfgang Novogratz, Donna Lynne Champlin, Rex Lee, Brandon Kyle Goodman, Lidya Jewett, Sadie Lapidus, Johanna Colón, Shaylee Mansfield, Shiloh Nelson, Carina Battrick, Enrico Colantoni, Marissa Jaret Winokur, Dennis Andres, Marcia Bennett, Drew Davis, Pat Thornton, Ken Pak, Pamela MacDonald, Merle Newell, Karen Skidmore, Ali Badshah, Sandra Battaglini, Elana Dunkelman, Jarret Wright, Hailey Hermida",6/19/2020,6/22/2020,109,Netflix,Rotten,47,15,Spilled,57,141,1,7,8
m/feminists_what_were_they_thinking,Feminists: What Were They Thinking?,Filmmaker Johanna Demetrakas revisits photos from a 1977 book of photographs that captured women shedding cultural restrictions.,,NR,Documentary,Johanna Demetrakas,,"Jane Fonda, Lily Tomlin, Judy Chicago, Laurie Anderson",10/12/2018,10/12/2018,87,Netflix,Fresh,80,5,Spilled,58,67,1,4,1
m/fire_in_paradise,Fire in Paradise,"A small wildfire in Butte County, Calif., rapidly grows out of control, bringing death and devastation to a town called Paradise.",,NR,Documentary,"Zackary Canepari, Drea Cooper",,,,11/1/2019,40,Netflix,Fresh,80,5,Upright,83,18,2,4,1
m/first_match,First Match,"Hardened by years in foster care, a teenage girl from Brooklyn's Brownsville neighborhood decides that joining the all-boys wrestling team is the only way back to her estranged father.",,NR,Drama,Olivia Newman,,"Elvire Emmanuel, Yahya Abdul-Mateen II, Colman Domingo, Jharrel Jerome, Jared Kemp",,3/30/2018,102,Netflix,Fresh,85,20,Upright,82,188,7,17,3
m/first_they_killed_my_father,First They Killed My Father,"Loung Ung is 5 years old when the Khmer Rouge assumes power over Cambodia in 1975. They soon begin a four-year reign of terror and genocide in which nearly 2 million Cambodians die. Forced from her family's home in Phnom Penh, Ung is trained as a child soldier while her six siblings are sent to labor camps.","First They Killed My Father tackles its subject matter with grace, skill, and empathy, offering a ground-level look at historic atrocities that resonates beyond its story's borders.",NR,Drama,Angelina Jolie,"Angelina Jolie, Loung Ung","Sreymoch Sareum, Phoeung Kompheak, Sveng Socheata, Tharoth Sam",9/15/2017,9/15/2017,136,Netflix Originals,Certified-Fresh,87,71,Upright,80,2367,27,62,9
m/fractured,Fractured,"After his wife and injured daughter disappear from the emergency room, a man becomes convinced the hospital is hiding something.","Led by an arresting Sam Worthington performance, Fractured is a reasonably diverting mystery with enough thrills to make up for a familiar story.",NR,Mystery & Suspense,Brad Anderson,Alan B. McElroy,"Lily Rabe, Sam Worthington, Stephen Tobolowsky, Lucy Capri, Adjoa Andoh, Stephanie Sy, Derek, James Trapp, Lauren Cochrane, Derek James Trapp, Erik Athavale, Natalie Malaika, Dennis Scullard, Will Woytowich, Megan Best, Chris Sigurdson, Dorothy Carroll, Ernesto Griffith, Chad Bruce, Cam Gates, Muriel Hogue, Cheryl Soluk, Jim Kirby, Liberty DesRoches, Lorrie Papadopoulos",,10/11/2019,100,Netflix,Rotten,59,29,Spilled,50,551,4,17,12
m/fred_armisen_standup_for_drummers,Fred Armisen: Standup For Drummers,,,NR,Comedy,Lance Bangs,,Fred Armisen,,,,Netflix,Fresh,67,6,Spilled,30,56,3,4,2
m/gaga_five_foot_two,Gaga: Five Foot Two,"Filmmaker Chris Moukarbel introduces the woman behind the performer, the costumes, the glitz and the glamour.","Gaga: Five Foot Two offers an absorbing glimpse of its superstar subject's backstage life, albeit one weakened by inconsistent focus and a dearth of performance footage.",NR,Documentary,Chris Moukarbel,,Lady Gaga,9/22/2017,9/23/2017,100,Netflix,Fresh,72,39,Upright,80,6029,18,28,11
m/game_over_man,"Game Over, Man!",Three zeros try to become heroes when gunmen take hostages at a star-studded party inside a fancy Los Angeles hotel.,,NR,"Action & Adventure, Comedy",Kyle Newacheck,Anders Holm,"Adam DeVine, Anders Holm, Blake Anderson, Neal McDonough, Lochlyn Munro",3/23/2018,3/23/2018,101,Netflix,Rotten,19,16,Spilled,46,1030,6,3,13
m/geralds_game,Gerald's Game,"A woman accidentally kills her husband during a kinky game. Handcuffed to her bed with no hope of rescue, she begins hearing voices and seeing strange visions.",Carla Gugino carries Gerald's Game's small-scale suspense with a career-defining performance.,NR,"Drama, Horror, Mystery & Suspense",Mike Flanagan,"Mike Flanagan, Jeff Howard","Carla Gugino, Bruce Greenwood, Henry Thomas, Chiara Aurelia, Carel Struycken, Kate Siegel",9/29/2017,9/29/2017,103,Netflix,Certified-Fresh,91,76,Upright,71,3730,9,69,7
m/get_in,Get In,"Upon their return from vacation, Paul and his family find their home occupied by squatters. Gradually consumed by anger, Paul is caught in a terrifying conflict.",,NR,"Art House & International, Horror, Mystery & Suspense",Olivier Abbou,"Olivier Abbou, Aurélien Molas","Adama Niane, Stéphane Caillard, Paul Hamy, Eddy Leduc, Hubert Delattre, Matthieu Kacou, Charlotte Geiger, Christopher Fataki, Saverio Maligno, Coline Beal, Carine Bouquillon, François Godart, Jacques Herlin, Florence Masure",,5/2/2020,97,Netflix,Rotten,50,6,Spilled,35,17,0,3,3
m/get_me_roger_stone,Get Me Roger Stone,"Roger Stone, known as a master in the dark arts of politics, plants the seeds that allow businessmen and moguls such as Donald Trump to enter the political arena and upend the establishment.","As informative as it is entertaining, Get Me Roger Stone offers a close-up look at the right-wing gadfly who helped shape the 2016 presidential election.",NR,Documentary,"Dylan Bank, Daniel DiMauro, Morgan Pehme","Dylan Bank, Daniel DiMauro, Morgan Pehme","Roger Stone, Donald Trump, Paul Manafort, Jeffrey Toobin, Tucker Carlson",5/12/2017,5/12/2017,100,Netflix,Fresh,88,33,Upright,83,542,13,29,4
m/ghost_stories_2020,Ghost Stories,"From the directors of ""Lust Stories"" and ""Bombay Talkies"" comes four short films that take a twisted turn into the spine-chilling realm of horror.",,NR,"Horror, Mystery & Suspense","Zoya Akhtar, Anurag Kashyap, Dibakar Banerjee, Karan Johar",,"Jhanvi Kapoor, Sobhita Dhulipala, Sukant Goel, Gulshan Devaiah, Mrunal Thakur, Avinash Tiwary, Vijay Varma, Sagar Arya",,1/1/2020,144,Netflix,Rotten,33,9,Spilled,17,46,1,3,6
m/girlfriends_day,Girlfriend's Day,"Ray Wentworth (Bob Odenkirk), once a king of the wordsmith world, is now a down-on-his-luck romance card writer. In an effort to recapture the feelings that once made him the greatest, he gets entangled in a web of murder and deceit as writers vie to create the perfect card for a newly crowned holiday: Girlfriend's Day.",,NR,Comedy,Michael Paul Stephenson,"Bob Odenkirk, Eric Hoffman, Philip Zlotorynski","Amber Tamblyn, Natasha Lyonne, June Diane Raphael, Stacy Keach, Bob Odenkirk, Ed Begley Jr., Steven Michael Quezada, Rich Sommer, Hannah Nordberg, Andy Richter, David Sullivan, Echo Kellum, Toby Huss, Nate Mooney, Stephanie Courtney, Larry Fessenden, Kevin O'Grady, Alex Karpovsky, Radek Lord, Tucker Smallwood, Jason Garcia, Derek Waters, Grady Lee Richmond, Brett Paesel, Courtney Fansler",,5/23/2017,70,Netflix,Rotten,43,7,Spilled,37,210,0,3,4
m/girls_with_balls,Girls with Balls,"After their van breaks down in the middle of nowhere, the women of a volleyball team must fight for their lives against a group of degenerate hunters.","While occasionally funny and relentlessly gory, Girls With Balls is neither particularly strong on cheap thrills nor a very remarkable entry to the trash horror genre.",NR,Comedy,Olivier Afonso,"Jean-Luc Cano, Olivier Afonso","Dany Verissimo-Petit, Anne-Solenne Hatte, Manon Azem, Camille Razat, Margot Dufrene, Tiphaine Daviot, Louise Blachère, Victor Artus Solaro, Denis Lavant",,7/26/2019,77,Netflix,Rotten,42,12,Spilled,26,50,3,5,7
m/go_karts,Go Karts (Go!),"A reckless teen from small-town Western Australia discovers a passion for speed on the go-kart track, where he is noticed by the owner, Patrick, who is a former racer.",,NR,Drama,Owen Trevor,Steve Worland,"William Lodder, Anastasia Bampos, Richard Roxburgh, Frances O'Connor (II), Dan Wyllie, Cooper Van Grootel, Damian De Montemas",,3/13/2020,102,Netflix,Fresh,80,10,Upright,64,55,1,8,2
m/guilty_2020,Guilty,A young woman from a small town accuses the college heartthrob of sexual assault.,,NR,Drama,Ruchi Narain,,"Kiara Advani, Gurfateh Pirzada, Taher Shabbir",,3/10/2020,119,Netflix,Fresh,60,5,Spilled,22,18,0,3,2
m/hannah_gadsby_nanette,Hannah Gadsby: Nanette,,"Hannah Gadsby: Nanette brilliantly moves modern comedy into nakedly honest new territory, pivoting from dry humor to raw, powerful storytelling.",NR,Comedy,"Madeleine Parry, Jon Olb",Hannah Gadsby,Hannah Gadsby,6/19/2018,,,Netflix,Certified-Fresh,100,48,Spilled,25,1754,20,48,0
m/hannibal_buress_comedy_camisado,Hannibal Buress: Comedy Camisado,,,NR,"Comedy, Television",Lance Bangs,Hannibal Buress,"Hannibal Buress, Al Jackson, Tony Trimm",,,,Netflix,Fresh,100,7,Spilled,53,18,3,7,0
m/happy_anniversary_2018,Happy Anniversary,"On their three-year anniversary, Molly and Sam are at a crossroads and need to decide whether to move forward or call it quits.",,NR,Comedy,Jared Stern,Jared Stern,"Noël Wells, Ben Schwartz, Annie Potts, Joe Pantoliano",3/30/2018,3/30/2018,78,Netflix,Fresh,83,6,Spilled,52,171,0,5,1
m/hari_kondabolu_warn_your_relatives,Hari Kondabolu: Warn Your Relatives,,,NR,Comedy,Bobcat Goldthwait,,Hari Kondabolu,,,,Netflix,Fresh,100,7,Spilled,53,21,3,7,0
m/hasan_minhaj_homecoming_king,Hasan Minhaj: Homecoming King,,,NR,Comedy,Christopher Storer,Hasan Minhaj,Hasan Minhaj,,,,Netflix,Fresh,78,9,Upright,86,164,3,7,2
m/have_a_good_trip_adventures_in_psychedelics,Have a Good Trip: Adventures in Psychedelics,,"Have a Good Trip: Adventures in Psychedelics is an entertaining enough look at hallucinogenics' effects, but its shallow treatment can't help but disappoint.",NR,Documentary,Donick Cary,,"Adam Scott, Nick Offerman, Sarah Silverman, Adam Horovitz, Rosie Perez, ASAP Rocky, Paul Scheer, Nick Kroll, Rob Corddry",,,,Netflix,Rotten,58,26,Upright,72,118,10,15,11
m/heroin,Heroin(e),"Three women -- a fire chief, a judge and a missionary -- battle West Virginia's opioid epidemic.",,NR,Documentary,Elaine McMillion Sheldon,,,,,39,Netflix,Fresh,100,10,Upright,90,10,3,10,0
m/high_flying_bird,High Flying Bird,A sports agent pitches a controversial business opportunity to a rookie basketball player during a lockout.,High Flying Bird takes a thoughtful and engrossing look at professional sports that sees Steven Soderbergh continuing to test the limits of new filmmaking technology.,NR,Drama,Steven Soderbergh,Tarell Alvin McCraney,"André Holland, Zazie Beetz, Melvin Gregg, Sonja Sohn, Zachary Quinto, Kyle MacLachlan, Bill Duke",,2/8/2019,90,Netflix,Certified-Fresh,92,130,Spilled,50,60,29,119,11
