rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
m/anonymous_2011,Anonymous,"As royal troops set fire to the Globe Theatre, Elizabethan-era playwright Ben Jonson (Sebastian Armesto) is tortured by Robert Cecil (Edward Hogg), who demands to know if Edward de Vere, the Earl of Oxford (Rhys Ifans), is the true author of the writings attributed to William Shakespeare (Rafe Spall). Flashbacks reveal Oxford's passionate affair with Queen Elizabeth I and how -- in his younger days -- Oxford charmed her with plays like ""A Midsummer Night's Dream.""","Roland Emmerich delivers his trademark visual and emotional bombast, but the more Anonymous stops and tries to convince the audience of its half-baked theory, the less convincing it becomes.",PG-13,"Art House & International, Drama",Roland Emmerich,John Orloff,"Rhys Ifans, Vanessa Redgrave, Joely Richardson, Sebastian Armesto, Rafe Spall, David Thewlis, Edward Hogg, Jamie Campbell Bower, Xavier Samuel, Sebastian Reid, Derek Jacobi, Paolo DeVita, Trystan Gravelle, Robert Emms, Tony Way, Julian Bleach, Alex Hassell, James Garnon, Mark Rylance, Jasper Britton, Michael Brown, Ned Dennehy, John Keogh, Lloyd Hutchinson, Vicky Krieps, Helen Baxendale, Paula Schramm, Amy Kwolek, Luke Taylor, Isaiah Michalsky, Timo Huber, Richard Durdan, Shaun Lawton, Detlef Bothe, James Clyde, Christian Sengewald, Jean-Loup Fourure, Viktoria Gabrysch, Axel Sichrovsky, Katrin Pollitt, Patricia Grove, Laura Lo Zito, Gode Benedix, Nic Romm, Henry Lloyd-Hughes, Patrick Diemling, Patrick Heyn, Nino Sandow, Craig Salisbury, Rainer Guldener, Trystan Pütter, André Kaczmarczyk, Jonas Hämmerle, Leonard Kinzinger, Mike Maas",10/28/2011,5/7/2013,130,Sony Pictures,Rotten,45,175,Spilled,53,20182,54,79,96
m/another_year_2010,Another Year,"Tom (Jim Broadbent) and Gerri (Ruth Sheen) are an older couple who have been happily married for a long time, making them an anomaly among their friends and family members. Gerri's friend Mary (Lesley Manville) is a single woman whose husband left her and who disguises her loneliness. Gerri tries to fix her up with another friend, Ken (Peter Wight), but is taken aback when Mary is more interested in the couple's adult son, Joe (Oliver Maltman), a lawyer who is considerably younger than she is.","Characterized by strong performances and the director's trademark feel for the nuances of everyday life, Another Year marks another solid entry in Mike Leigh's career of kitchen-sink English drama.",PG-13,"Comedy, Drama",Mike Leigh,Mike Leigh,"Jim Broadbent, Ruth Sheen, Lesley Manville, Oliver Maltman, Peter Wight, Martin Savage, Karina Fernandez, Michele Austin, Philip Davis, Imelda Staunton, Stuart McQuarrie, Eileen Davies, Mary Jo Randle, Ben Roberts, David Hobbs, Buddy Uzzaman, Badi Uzzaman, Meneka Das, Ralph Ineson, Edna Dore, Gary Powell, Lisa McDonald, Phil Davis",12/29/2010,1/14/2014,129,Sony Classics,Certified-Fresh,93,174,Upright,74,20675,42,161,13
m/another_you,Another You,"After years in a mental institution, George (Gene Wilder) is finally released and tries to adapt to life outside of the hospital's walls. Things quickly become eventful for George, however, when he is mistaken for Abe Fielding (also Wilder), a wealthy man who recently vanished. When the shifty Eddie Dash (Richard Pryor) realizes the situation, he decides to seize the opportunity and have George pose as Fielding, resulting in plenty of odd and awkward moments.",,R,Comedy,Maurice Phillips,Ziggy Steinberg,"Richard Pryor, Gene Wilder, Mercedes Ruehl, Stephen Lang, Vanessa L. Williams, Phil Rubenstein, Allison Cowitt, Peter Michael Goetz, Mike Fenton, Jerry Houser, Kevin Pollak, Craig Richard Nelson, Kandis Chappell, Elsa Raven, Catherine E. Coulson, Norman Glasser, Gil Mandelik, Tammy Hanson, Gian-Carlo Scandiuzzi, Maurice Phillips, Tabi Cooper, Annie O'Donnell, Vincent Schiavelli, Romy Rosemont, Andy Summers, Seppo Viljanen, Biff Yeager, Peter Schuck, Gail Cameron, Bill Washington, Sheila M. Howard, Gianni Russo, Dennis Washington, Dennis O'Sullivan, Sheryl Bernstein, William Washington, Willi Vollerthun, Lothar Beer, Peter Vogel, Michael J. Pollard",7/26/1991,3/28/2014,98,Sony Pictures Home Entertainment,Rotten,11,9,Spilled,34,3155,0,1,8
m/anzio,Anzio (Lo sbarco di Anzio),"After Allied forces invade Anzio, seven Americans become trapped behind German lines and must take shelter with a family.",,PG,"Action & Adventure, Art House & International, Classics, Drama","Duilio Coletti, Edward Dmytryk",Hal Craig,"Robert Mitchum, Peter Falk, Robert Ryan, Earl Holliman, Mark Damon, Arthur Kennedy, Giancarlo Giannini",7/24/1968,4/16/2012,117,Sony Pictures Home Entertainment,Fresh,67,6,Spilled,43,2287,1,4,2
m/are_we_done_yet,Are We Done Yet?,"Nick (Ice Cube) and Suzanne (Nia Long) decide to move to the suburbs to create a better life for children Lindsey (Aleisha Allen) and Kevin (Philip Bolden). The contractor (John C. McGinley) they hire to renovate their home has a rather odd way of doing business, complicating the family's move. Matters spiral further out of control when the contractor clashes with Nick but bonds with Suzanne and the children.",Are We Done Yet? plays it way too safe with generic slapstick and uninspired domestic foibles.,PG,Comedy,Steve Carr,"Norman Panama, Eric Wald, Hank Nelkin, Steve Carr, Hank Nelken","Ice Cube, Nia Long, John C. McGinley, Aleisha Allen, Philip Daniel Bolden, Jonathan Katz, Linda Kash, Alexander Kalugin, Dan Joffre, Pedro Miguel Arce, Tahj Mowry, Colin Strange, Ellie Mitchell, Tara Mercurio, Jacob Vargas, Brenda Prieur, Hayes MacArthur, Earvin ""Magic"" Johnson, Philip Bolden",4/4/2007,1/3/2016,92,Sony Pictures,Rotten,8,92,Spilled,31,29,31,7,85
m/arlington_road,Arlington Road,"Widowed when his FBI agent wife is killed by an extremist group, college professor Michael Faraday (Jeff Bridges) becomes obsessed with the culture of these groups -- especially when his new all-American neighbors, Oliver (Tim Robbins) and Cheryl Lang (Joan Cusack), start acting suspiciously. With each twist, the mystery deepens and questions loom as to whether Faraday is consumed by fear and driven by paranoia, or whether a lethal conspiracy has been born on Arlington Road.",A suspenseful thriller led by strong cast performances built around a somewhat implausible story.,R,"Drama, Mystery & Suspense",Mark Pellington,Ehren Kruger,"Jeff Bridges, Tim Robbins, Hope Davis, Joan Cusack, Robert Gossett, Mason Gamble, Spencer Treat Clark, Stanley Anderson, Viviane Vives, Lee Stringer, Darryl Cox, Loyd Catlett, Sid Hillman, Auden Thornton, Mary Ashleigh Green, Jennie Tooley, Grant Garrison, Naya Castinado, Laura Poe, Christopher Dahlberg, Gabriel Folse, Hunter Burkes, Diane Peterson, Josh Ridgway, Hans Stroble, Michelle Du Bois, Steve Ottesen, Piper Mackenzie Harris, John Hussey, Charles Sanders, Todd Terry, Gina Santori, Denver Williams, Willie Dirden, Paul Pender, Charlie Webb, Billy D. Washington, Cindy Hom, Dave Allen Clark, Homer Jon Young, Robin Simpson, Doug Francis, Ken Manelis, Deborah Swanson",7/9/1999,4/16/2012,119,Sony Pictures Home Entertainment,Fresh,63,91,Upright,74,42871,22,57,34
m/armored,Armored,"Following his return from Iraq, Ty Hackett (Columbus Short) takes a job at the same armored-car company where his father worked. At the end of his probation period, his mentor and godfather, Mike Cochrane (Matt Dillon), reveals to Ty his plan to rob one of the company's trucks. Faced with the loss of his house and his younger brother to foster care, Ty reluctantly agrees to the plan, but when the heist goes badly, it's every man for himself.",This B-grade thriller has a good cast and director but is undone by plot holes and messy conclusion.,PG-13,"Drama, Mystery & Suspense",Nimród Antal,James V. Simpson,"Matt Dillon, Jean Reno, Laurence Fishburne, Columbus Short, Skeet Ulrich, Amaury Nolasco, Fred Ward, Milo Ventimiglia, Andre Jamal Kinney, Shawn Devorse, Robert Harvey, Garry Guerrier, Lorna Raver, Gary Guerrier, Glenn Taranto, Nick Jameson, Andrew Fiscella",12/4/2009,4/16/2012,88,Sony/Screen Gems,Rotten,40,55,Spilled,31,205089,18,22,33
m/art_school_confidential,Art School Confidential,"Jerome (Max Minghella), a freshman at a prestigious art school, dreams of making it big, but his arrogance and affectations hamper his chances. Jealous of a clueless jock, he hatches a plan to make a splash in the art world and win the heart of the prettiest gal in school.","Art School's misanthropy is too sour, its targets too flat and cliched, and Clowes and Zwigoff stumble when trying to build a story around the premise.",R,"Comedy, Drama",Terry Zwigoff,Daniel Clowes,"Max Minghella, Sophia Myles, Matt Keeslar, John Malkovich, Jim Broadbent, Anjelica Huston, Joel David Moore, Ethan Suplee, Adam Scott, Marshall Bell, Jack Ong, Katherine Moennig, Lauren Lee Smith, Jeremy Guskin, Jeanette Brox, Nick Swardson, Monika Ramnath, Isaac Laskin, Scoot McNairy, Finneus Egan, Shelly Cole, Jean St. James, Michael Shamus Wiles, Cristen Coppen, Paul Collins, Ezra Buzzington, Kimi Reichenberg, Richard Bakalyan, Alex Ryan, Alexandra Ryan, Travis Walck, Roxanne Hart, Michael Lerner, Marie L. Bain, Osman Soykut, Katija Pevec, Steve Buscemi, Brian Turk, Edith Jefferson, Roxanne Day, Marc Vann, Chris McKenna, Jesse Flanagan, Zach Maurer, Charlie Talbert, John Bliss",5/5/2006,11/30/2016,102,Sony Pictures Classics,Rotten,36,138,Spilled,48,44497,37,50,88
m/arthur_christmas,Arthur Christmas,,"Aardman Animations broadens their humor a bit for Arthur Christmas, a clever and earnest holiday film with surprising emotional strength.",PG,"Animation, Comedy, Kids & Family","Sarah Smith, Barry Cook","Peter Baynham, Sarah Smith","James McAvoy, Hugh Laurie, Bill Nighy, Jim Broadbent, Imelda Staunton, Ashley Jensen, Marc Wootton, Laura Linney, Eva Longoria, Ramona Marquez, Michael Palin, Sanjeev Bhaskar, Robbie Coltrane, Joan Cusack, Rhys Darby, Jane Horrocks, Iain McKee, Andy Serkis, Dominic West, Peter Baynham, Cody Cameron, Kevin Cecil, Kevin Eldon, Rich Fulcher, Bronagh Gallagher, Pete Jack, Danny John-Jules, Emma Kennedy, Seamus Malone, Kris Pearn, Alan Short, Sarah Smith, Adam Tandy, Miggie Donahoe, Finlay Duff, Rich Hall, Clint Dyer, Donnie Long, Jerry Lambert, Deborah Findlay, David Schneider, Ian Ashpitel, Julia Davis, Kerry Shale, Tamsin Greig, Alistair McGowan",11/23/2011,,,Sony Pictures,Certified-Fresh,92,168,Upright,76,40514,41,155,13
m/ashes_of_time_redux_2008,Ashes of Time Redux,"When his friend Huang (Tony Leung Ka Fai) visits mercenary Ou-yang (Leslie Cheung), they trade stories including that of princess Mu-rong (Brigitte Lin), who is alternately male and female. Peach Blossom (Carina Lau) quarrels with her blind husband (Tony Leung Chiu Wai), a swordsman who wants to avenge the bereavement of a peasant girl (Maggie Cheung). The girl also attracts the favors of the swordsman Hung Chi (Jacky Cheung), who is forever trailed by his doting wife (Li Bai).","Wong Kar Wai's redux, with a few slight changes from his 1994 classic, is a feast for the eyes, if a little difficult to follow.",R,"Action & Adventure, Art House & International",Kar-Wai Wong,Kar-Wai Wong,"Maggie Cheung, Leslie Cheung, Tony Leung Ka Fai, Jacky Cheung, Brigitte Lin, Carina Lau, Tony Leung Chiu Wai, Bai Li, Charlie Yeung, Li Baiotan",10/10/2008,4/16/2012,93,Sony Pictures Classics,Certified-Fresh,78,87,Upright,75,11235,32,68,19
m/at_any_price_2012,At Any Price,"An ambitious Iowa seed farmer (Dennis Quaid) tries to get his resentful son (Zac Efron) interested in the family business, but the young man would rather pursue a career in auto racing.","At Any Price features a terrific performance from Dennis Quaid, and it offers further evidence of Ramin Bahrani's unique eye for detail, but film is weighted down by an overly melodramatic story.",R,Drama,Ramin Bahrani,"Ramin Bahrani, Hallie Elizabeth Newton","Dennis Quaid, Zac Efron, Kim Dickens, Heather Graham, Clancy Brown, Chelcie Ross, Maika Monroe, Red West, Ben Marten, Dan Waller (II)",4/24/2013,9/7/2014,105,Sony Pictures Classics,Rotten,51,104,Spilled,31,4998,34,53,51
m/austenland_2013,Austenland,"Socially awkward Jane Hayes (Keri Russell) is obsessed with the works of Jane Austen and fantasizes about the character of Mr. Darcy. She scrapes together as much money as she can and takes off for Austenland, a British theme resort where guests immerse themselves in a romantic fantasy worthy of Austen herself. However, because Jane's limited funds do not allow as many privileges as other guests, her chance at a fling with her very own Mr. Darcy may be limited as well.","Despite an intriguing premise and fine performances from a talented cast, Austenland succumbs to outworn romcom cliches and slapstick gags.",PG-13,"Comedy, Drama, Romance",Jerusha Hess,"Jerusha Hess, Shannon Hale","Keri Russell, J.J. Feild, Bret McKenzie, Jennifer Coolidge, Georgia King, Jane Seymour, Rupert Vansittart, James Callis, Ricky Whittle, Ayda Field",8/16/2013,5/3/2015,96,Sony Pictures Classics,Rotten,31,112,Spilled,54,9238,34,35,77
m/auto_focus,Auto Focus,"A successful TV star during the 1960s, former ""Hogan's Heroes"" actor Bob Crane (Greg Kinnear) projects a wholesome family-man image, but this front masks his persona as a sex addict who records and photographs his many encounters with women, often with the help of his seedy friend, John Henry Carpenter (Willem Dafoe). This biographical drama reveals how Crane's double life takes its toll on him and his family, and ultimately contributes to his death.",Kinnear and Dafoe help make this downward spiral of one man's life a compelling watch.,R,Drama,Paul Schrader,"Trevor Macy, Michael Gerbosi","Greg Kinnear, Willem Dafoe, Maria Bello, Rita Wilson, Ron Leibman, Bruce Solomon, Kurt Fuller, Ed Begley Jr., Michael E. Rodgers, Christopher Neiman, Michael Rodgers, Michael McKean, Lyle Kanouse, Nikita Ager, Donnamarie Recco, Alex Meneses, Cassie Townsend, Cheryl Lynn Bowers, Don R. McManus, Sarah Uhrich, Amanda Niles, Kelly Packard, Jeff Harlan, Kevin Beard, Joe Grifasi, Vyto Ruginis, Amber Griebel, Bob Crane Jr., Arden Myrin, Joseph D. Reitman, Kitana Baker, Gibby Brandt, Katie Lohmann, Roderick McCarthy, Catherine Dent, John Kapelos, Shawn Reaves, Michael Tachovsky, Bruce Bauer, Marieh Delfino, Hannah Felder-Shaw, Terri Geary, Jade Ruggiero, Porcelean Twinz, Owen Master",10/18/2002,4/16/2012,104,Sony Pictures Classics,Fresh,71,164,Upright,61,6012,43,117,47
m/baadasssss,Baadasssss!,"Director Mario Van Peebles chronicles the complicated production of his father Melvin's classic 1971 film, ""Sweet Sweetback's Baadasssss Song."" Playing his father in the film, Van Peebles offers an unapologetic account of Melvin's brash and sometimes deceptive conduct on the set of the film, including questionable antics like writing bad checks, tricking a local fire department and allowing his son, Mario, to shoot racy sex scenes at the age of 11.",An entertaining and intriguing tribute to a father from his son.,R,Drama,Mario Van Peebles,"Mario Van Peebles, Dennis Haggerty","Mario Van Peebles, Joy Bryant, T.K. Carter, Terry Crews, Ossie Davis, David Alan Grier, Nia Long, Paul Rodriguez, Saul Rubinek, Vincent Schiavelli, Khleo Thomas, Rainn Wilson, Karimah Westbrook, Sally Struthers, Len Lesser, Jazsmin Lewis, Adam West, Ralph P. Martin, Robert Peters, Glenn Plummer, Khalil Kain, Pamela Gordon, Wesley Jonathan, Joseph Culp, John Singleton, Joan Blair, Penny Bae Bridges, Mandela Van Peebles, E.J. Callahan, Keith Diamond, Don Dowe, Brent Schaffer, Brian ""Skinny B"" Lewis, Mickey Mello, Christopher Michael, Tyrone M. Mitchell, Alan James Morgan, David Alan Smith, Nathan Wetherington, Robin McLiam Wilson, Robin Wilson, Paul Roach, Bridget Avildsen, Marley Van Peebles, Craig Jones, Maya Van Peebles, Kate Krystowiak, Anthony P. Rodriguez, Thomas Longo, Robert Yosses, Danny Hebert, Michele Hill, Les Miller, Bob Primes, Buzzxsassy, Robert Primes, Rey Diogo",9/7/2003,7/10/2012,108,Sony Pictures Classics,Certified-Fresh,91,109,Upright,84,4958,33,99,10
m/baby_driver,Baby Driver,"Talented getaway driver Baby (Ansel Elgort) relies on the beat of his personal soundtrack to be the best in the game. After meeting the woman (Lily James) of his dreams, he sees a chance to ditch his shady lifestyle and make a clean break. Coerced into working for a crime boss (Kevin Spacey), Baby must face the music as a doomed heist threatens his life, love and freedom.","Stylish, exciting, and fueled by a killer soundtrack, Baby Driver hits the road and it's gone -- proving fast-paced action movies can be smartly written without sacrificing thrills.",R,"Action & Adventure, Drama",Edgar Wright,Edgar Wright,"Ansel Elgort, Kevin Spacey, Lily James, Jon Bernthal, Eiza Gonzalez, Jon Hamm, Jamie Foxx, Sky Ferreira, Lance Palmer, Lanny Joon, Micah Howard, Morgan Brown, CJ Jones, Hudson Meek, Viviana Chavez, Hal Whiteside, Flea, Clay Donahue Fontenot, Brigitte Kali, Patrick Walker, Ben VanderMey, David Robert Lewis, Antwan 'Big Boi' Patton, Killer Mike, Brogan Hall, Allison Gabriel, R. Marcos Taylor, Paul Williams, Joe Loya, Andy McDermott, Christopher Beanland, Andrea Frye, Thomas E. Haynes, Russell B. Spencer, Cynne Simpson, Keith Hudson, Sidney Sewell, Thurman Sewell, Elijah Everett, Jonathan Spencer, Walter Hill, Wilbur Fitzgerald",6/28/2017,7/10/2017,113,Sony Pictures,Certified-Fresh,92,384,Upright,86,63169,52,355,29
m/baby_the_rain_must_fall,"Baby, the Rain Must Fall","Henry Thomas (Steve McQueen), a singer and guitarist in a rock band, is on parole for a violent crime. Henry's wife, Georgette (Lee Remick), and daughter, Margaret Rose (Kimberly Block), travel to Texas to be with him as he attempts to repair his relationships and put his life back together. Henry's overbearing foster mother, Kate Dawson, doesn't approve of Henry's musical aspirations and uses the terms of his parole to force him to comply with her wishes.",,NR,"Classics, Drama",Robert Mulligan,Horton Foote,"Steve McQueen, Lee Remick, Don Murray, Kimberly Block, Paul Fix, Josephine Hutchinson, Ruth White, Charles Watts, Carol Veazie, Estelle Hemsley, Zamah Cunningham, George Dunn, Glen Campbell",1/1/1965,2/15/2016,100,Sony Pictures Entertainment,Fresh,60,5,Spilled,41,491,1,3,2
m/babysitters_club_the_movie,The Baby-Sitters Club,"Kristy Thomas (Schuyler Fisk) and her six best friends struggle to make their successful business -- the Baby-Sitters Club -- into a full-fledged summer day camp. When a group of adults led by their crotchety neighbor, Emily Haberman (Ellen Burstyn), tries to shut down the camp, the girls must band together to keep their dream alive. Meanwhile, each club member faces her own personal challenges, including divorced parents, a discouraging diabetes diagnosis and an innocent crush on an older boy.",,PG,"Comedy, Kids & Family",Melanie Mayron,Dalene Young,"Schuyler Fisk, Rachael Leigh Cook, Bre Blair, Larisa Oleynik, Tricia Joe, Stacey Linn Ramsower, Zelda Harris, Christian Oliver, Vanessa Zima, Brooke Adams, Bruce Davison, Jessica Needham, Ellen Burstyn, Peter Horton, Colleen Camp, Harris Yulin, Asher Metchik, Austin O'Brien, Marla Sokoloff, Ashlee Turner, Natanya Ross, Katie Earle, Scarlett Pomers, Kyla Pratt, Anne Costner, Lily Costner, David Quittman, Jonah Bliss, Josh Berman, Emmy Yu, E.J. De La Pena, Madison Fisk, Cleo Brock-Abraham, Lance O'Reilly, Bridget Kate Geraghty, Erica Hess, Samantha Alanis, Aaron Michael Metchik, Jeffrey Quittman, Teddy Dale, Robin Swid, Richard Guiton, Peter Gregory, Candy Trabucco, Aixa Clemente, Nancy Mette",8/18/1995,4/16/2012,94,Sony Pictures Home Entertainment,Fresh,67,15,Spilled,47,9969,7,10,5
m/bad_boys_ii,Bad Boys II,"The drug ecstasy is flowing into Miami, and the police want it stopped. Police Detective Marcus Burnett (Martin Lawrence) and his partner, Mike Lowrey (Will Smith), are just the men to do it. They track the drugs to a Cuban smuggler, Johnny Tapia (Jordi Mollà), who is also involved in a bloody war with Russian and Haitian mobsters. If that isn't bad enough, there's tension between the two cops because Lowrey is romantically involved with Burnett's sister, Syd (Gabrielle Union).",Two and a half hours of explosions and witless banter.,R,"Action & Adventure, Comedy, Mystery & Suspense",Michael Bay,"George Gallo, Ron Shelton, Jerry Stahl, Ian La Frenais, Cormac Wibberley, Marianne Wibberley","Will Smith, Martin Lawrence, Jordi Molla, Gabrielle Union, Peter Stormare, Theresa Randle, Joe Pantoliano, Michael Shannon, Jon Seda, Yul Vázquez, Jason Manuel Olazabal, Otto Sanchez, Henry Rollins, Antoni Corone, Oleg Taktarov, Dieudonne S. Abel, Gary Nickens, Timothy James Adams, Charlie Johnson Jr., Peter D. Badalamenti II, Paul Villaverde, Rick Gavreau, Rey Hernandez, Gregory Bastien, Michael Bay, Mike Francis, Kiko Ellsworth, Veryl E. Jones, Bryan Bottinelli, Timothy Adams, Keith Hudson, Shannon Briggs, Rich Kelley, Bianca Bethune, Christopher J. Campbell, Scott Cumberbatch, Jamaica Carter, Tevarus Smalls, Cash Casia, Alhia Chacoff, Edward Finlay, J. Michael Tiedeberg, Dave Corey, John Salley, Jay A. Boutwell, Anthony Correa, Bill Erfurth, Amanda Haworth, Gloria Irizarry, Carlos Rey Del Castillo, Emerson Forth, Nancy Duerr, Phil Owens, Treva Etienne, Greg W. Elam, James Zelley, Bubba Baker, Steve Gibb, Carlos De Leon, Dennis Green, Scott Charles, Terrence J. Crowley, Fernando Gaviria, Jennifer Diaz, Anthony Giaimo, Rey Gallegos, Jon Beshara, Ivelin Giro, Irwin Gould, Carlos Guity, Tiara Harris, Chris Charles Herbert, Damaris Justamente, Jessica Karr, Sean Lampkin, Dan Marino, Michael McDonough, Rodney Merdock Mercer, Alissa Mullins-Diaz, Ralph Navarro, Nelson J. Perez, Reggie Pierre, Timothy Powell, Bruno Ramos, Renee Reilly, R.E. Rodgers, Gino Salvano, Reggie Stanley, Bobby Talbert, Pedro Telémaco, Todd Terry, Raymond Tong, Frank Uria, JD Walsh, Alex Warren, Sharon Wilkins",7/18/2003,4/16/2012,146,Sony Pictures Entertainment,Rotten,23,184,Upright,78,501951,48,42,142
m/bad_education,Bad Education,"When an old friend brings filmmaker Enrique Goded (Fele Martínez) a semi-autobiographical script chronicling their adolescence, Enrique is forced to relive his youth spent at a Catholic boarding school. Weaving through past and present, the script follows a transvestite performer (Gael García Bernal) who reconnects with a grade school sweetheart. Spurred on by this chance encounter, the character reflects on her childhood sexual victimization and the trauma of closeting her sexual orientation.","A layered, wonderfully-acted, and passionate drama.",NC17,"Art House & International, Drama, Mystery & Suspense, Romance",Pedro Almodóvar,Pedro Almodóvar,"Gael García Bernal, Fele Martínez, Daniel Giménez Cacho, Lluis Homar, Francisco Boira, Javier Cámara, Petra Martínez, Francisco Maestre, Juan Fernández, Nacho Pérez, Ignacio Perez, Raul Garcia Forneiro, Alberto Ferreiro, Leonor Watling, Roberto Hoyas",11/19/2004,1/25/2015,104,Sony Pictures Classics,Certified-Fresh,88,146,Upright,86,46226,43,128,18
m/bad_influence,Bad Influence,"Los Angeles marketing analyst Michael Boll (James Spader) struggles with insecurity despite his successes -- until he meets a mysterious man, Alex (Rob Lowe), who promises to help him gain confidence. However, Alex's guidance becomes toxic when he introduces Michael to sex, drugs and crime. When Michael's life begins collapsing, he comes to realize that his mentor is a sociopath. Is it too late, or can Michael escape Alex's sinister web of machinations?",,R,"Drama, Mystery & Suspense",Curtis Hanson,David Koepp,"Rob Lowe, James Spader, Lisa Zane, Christian Clemenson, Kathleen Wilhoite, Tony Maggio, Marcia Cross, Lisa Beach, Palmer Lee Todd, Rosalyn Landor, Susan Lee Hoffman, Jeff Kaake, Jay Della Valle, Grand L. Bush, David Duchovny, Bianca Rossini, John De Lancie, Warren Stanhope, Lilyan Chauvin, John Mahon, Joyce Meadows, Said Faraj, John Verea, Sachi Parker, Kelly Miller, Christina Cocek, Brendan Hughes, Joey Miyashima, Dominique Jennings, Sarah Elgart, Keith Henry McDaniel",3/9/1990,11/30/2016,99,Sony Pictures Home Entertainment,Fresh,67,18,Spilled,51,4213,3,12,6
m/bad_teacher,Bad Teacher,"For most, teaching is an honorable profession -- except for Elizabeth (Cameron Diaz). The foul-mouthed, boozy woman can't wait to marry a rich man and quit her job, but she has to rethink her plans when her sugar daddy dumps her. Then Scott Delacorte (Justin Timberlake), a substitute teacher who's cute and rich, arrives. Elizabeth can't wait to sink her teeth into a new meal ticket, but she faces stiff competition from Amy (Lucy Punch), a popular and perky colleague.","In spite of a promising concept and a charmingly brazen performance from Cameron Diaz, Bad Teacher is never as funny as it should be.",R,Comedy,Jake Kasdan,"Lee Eisenberg, Jake Kasdan, Gene Stupnitsky","Cameron Diaz, Justin Timberlake, Jason Segel, Lucy Punch, John Michael Higgins, Molly Shannon, Dave Allen, Eric Stonestreet, Phyllis Smith, Jillian Armenante, Matthew J. Evans, Kaitlyn Dever, Kathryn Newton, Igal Ben Yair, Aja Bair, Andra Nechita, Noah Munck, Finneas O'Connel, Daniel Castro (X), Kali Turner, Thomas Lennon, Paul Bates, Jeff Judah, Nat Faxon, Stephanie Faracy, David Paymer, Alanna Ubach, Sarah Christine Smith, Paul Feig, Deirdre Lovejoy, Melvin Mar, Rose Abdoo, Jerry Lambert, Jennifer Irwin, Christopher Rockwell, David Doty, Rick Overton, Danny Trap, Matt Besser, Lee Eisenberg, Bruno Gioiello, Jordan Van Vranken",6/24/2011,5/7/2013,92,Sony Pictures,Rotten,44,189,Spilled,36,84915,47,84,105
m/baghead,Baghead,"Spurred on by a colleague's success, four struggling filmmakers (Steve Zissis, Ross Partridge, Greta Gerwig, Elise Muller) endeavor to jump-start their careers. Together, they retreat to a cabin in the haunting back woods of Big Bear, California, where they hatch an idea for a new film -- a horror flick about a guy with a bag on his head who torments people. But when romantic interests crisscross and their story comes to life, they find finishing the script may be the least of their concerns.","Pitting actors against murderers in a self-aware struggle for stardom, Baghead successfully skates the borders of horror and comedy.",R,"Comedy, Drama","Jay Duplass, Mark Duplass","Jay Duplass, Mark Duplass","Steve Zissis, Ross Partridge, Elise Muller, Jett Garner, Greta Gerwig, Mark Partridge",6/13/2008,1/2/2014,88,Sony Pictures Classics,Certified-Fresh,78,97,Spilled,49,3051,32,76,21
m/ballad_of_little_jo,The Ballad of Little Jo,"After becoming pregnant outside marriage, Josephine (Suzy Amis) is thrown out by her embarrassed upper-class family. With no money, she gives up the baby and travels west, where she constantly fears for her safety against predatory men. Josephine begins to masquerade as a man named Jo, and eventually settles down in a small town where she is employed as a sheepherder for Frank Badger (Bo Hopkins). Jo hides the truth until worker Tinman Wong (David Chung) is forced to move in with her.",,R,"Action & Adventure, Drama, Western",Maggie Greenwald,Maggie Greenwald,"Suzy Amis, David Chung, Rene Auberjonois, Bo Hopkins, Ian McKellen, Carrie Snodgress, Heather Graham, Sam Robards, Jeffery Passero, Anthony Heald, Melissa Leo, Ruth Maleczech, Olinda Turturro, Irina Pasmur, Sean Murphy, Michael Ruud, Jeffrey Andrews, Troy A. Smith, Cathy Haase, Peadair S. Addie Sr., Jenny Lynch, Vince O'Neil, Tracy Mayfield, Karen Johnson, Troy Smith, Jim Dunkin, Keith Kamppinen, Tom Bower, Rusty Pegar, Robert Erickson, Michael Rudd, David Ruben Plowman, Sasha Pasmur, Renee Tafoya, Barbara Jean Marsh, Richard Osterman, Dennis McNiven",8/20/1993,3/29/2011,124,Sony Pictures Home Entertainment,Fresh,69,16,Upright,65,1728,9,11,5
