rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
m/cars_2,Cars 2,"Racecar Lightning McQueen (Owen Wilson) and his tow-truck buddy, Mater (Larry the Cable Guy), have had their share of adventures together but nothing like what they experience when they head overseas for the first-ever World Grand Prix. While Lightning has his eye on the road to the championship, Mater takes a detour to international espionage when he meets British master spy Finn McMissile (Michael Caine) and stunning spy-in-training Holley Shiftwell (Emily Mortimer).","Cars 2 is as visually appealing as any other Pixar production, but all that dazzle can't disguise the rusty storytelling under the hood.",G,"Action & Adventure, Animation, Comedy, Kids & Family","John Lasseter, Brad Lewis","John Lasseter, Dan Fogelman, Ben Queen","John Turturro, Eddie Izzard, Michael Caine, Emily Mortimer, Bonnie Hunt, Tony Shalhoub, Cheech Marin, Jason Isaacs, Joe Mantegna, Peter Jacobson, Thomas Kretschmann, Paul Dooley, Jenifer Lewis, Katherine Helmond, Franco Nero, Vanessa Redgrave, Michel Michelis, Jeff Gordon, Darell Waltrip, David Hobbs, Jeff Garlin, Sig Hansen, Brent Musberger, Guido Quaroni, Lloyd Sherr, John Ratzenberger, Michael Wallis, Bruce Campbell, Lewis Hamilton, Teresa Gallagher, Richard Kind, Brad Lewis, John Mainieri, Edie McClurg, Velibor Topic, Stanley Townsend, Patrick Walker, Owen Wilson, Larry The Cable Guy",6/24/2011,11/23/2015,107,Walt Disney Pictures/PIXAR,Rotten,39,217,Spilled,49,103685,51,85,132
m/cars_3,Cars 3,"Blindsided by a new generation of blazing-fast cars, the legendary Lighting McQueen finds himself pushed out of the sport that he loves. Hoping to get back in the game, he turns to Cruz Ramirez, an eager young technician who has her own plans for winning. With inspiration from the Fabulous Hudson Hornet and a few unexpected turns, No. 95 prepares to compete on Piston Cup Racing's biggest stage.","Cars 3 has an unexpectedly poignant story to go with its dazzling animation, suggesting Pixar's most middle-of-the-road franchise may have a surprising amount of tread left.",G,"Animation, Comedy, Kids & Family",Brian Fee,"Kiel Murray, Bob Peterson, Mike Rich","Owen Wilson, Kerry Washington, Nathan Fillion, Lea DeLaria, Armie Hammer, Bonnie Hunt, Tony Shalhoub, Katherine Helmond, Cheech Marin, Paul Dooley, Cristela Alonzo, Larry The Cable Guy, Lloyd Sherr, Michael Wallis, Jenifer Lewis, John Ratzenberger, Guido Quaroni, Bob Costas, Bob Peterson, Ray Magliozzi, Tom Magliozzi",6/16/2017,7/10/2017,109,Walt Disney Pictures,Fresh,70,227,Upright,69,27358,41,158,69
m/christopher_robin,Christopher Robin,"Christopher Robin -- now a family man living in London -- receives a surprise visit from his old childhood pal, Winnie-the-Pooh. With Christopher's help, Pooh embarks on a journey to find his friends -- Tigger, Eeyore, Owl, Piglet, Rabbit, Kanga and Roo. Once reunited, the lovable bear and the gang travel to the big city to help Christopher rediscover the joy of life.",Christopher Robin may not equal A.A. Milne's stories -- or their animated Disney adaptations -- but it should prove sweet enough for audiences seeking a little childhood magic.,PG,"Action & Adventure, Comedy, Kids & Family",Marc Forster,"Allison Schroeder, Greg Brooker, Mark Steven Johnson","Ewan McGregor, Hayley Atwell, Bronte Carmichael, Mark Gatiss, Brad Garrett, Peter Capaldi, Sophie Okonedo, Oliver Ford Davies, Ronke Adekoluejo, Adrian Scarborough, Roger Ashton-Griffiths, Ken Nwosu, John Dagleish, Amanda Lawrence, Orton O'Brien, Katy Carmichael, Tristan Sturrock, Jasmine-Simone Charles, Paul Chahidi, Matt Gavan, Thomas Padden, Gareth Mason, Summer Brooks, Zain Falzon, Rainy Milo, Michael Jenn, Souad Faress, Alan Clark, Chris Pratt, Vera Chok, Claire Redcliffe, Elsa Minell, Matt Berry, Simon Farnaby, Matthew Earley, MacKenzie Crook, Vivien Bridson, Narinder Samra, Oliver Payne, David Hartley, Clara McGregor, Raj Ghatak, Sara Sheen",8/3/2018,11/6/2018,104,Walt Disney Pictures,Fresh,73,270,Upright,83,5748,46,196,74
m/chronicles_of_narnia_prince_caspian,The Chronicles of Narnia: Prince Caspian,"One year after their previous adventure, the Pevensie children (Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell) return to the magical land of Narnia and find that 1300 years have passed there. War has come to Narnia once again, and the children join forces with Prince Caspian (Ben Barnes) to overthrow the evil King Miraz and restore peace to the land.",The Chronicles of Narnia: Prince Caspian is an entertaining family adventure worthy of the standard set by its predecessor.,PG,"Action & Adventure, Kids & Family, Science Fiction & Fantasy","Andrew Adamson, David Strangmuller","Stephen McFeely, Christopher Markus, Stephen McFeely, Andrew Adamson, Christopher Markus, Mohammed ""Mo"" Sobhy, Peter Seager","Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell, Anna Popplewell, Ben Barnes, Warwick Davis, Peter Dinklage, Sergio Castellitto, Vincent Grass, William Moseley, Cornell John, Pierfrancesco Favino, Damián Alcázar, Alicia Borrachero, Predrag Bjelac, David Bowles, Shandar Keynes, Simón Andreu, Tilda Swinton, Juan Diego Montoya Garcia, Douglas Gresham, Shane Rangi, Ash Jones, Georgie Henley, Klára Issová, Sim Evan-Jones, Curtis Matthew, David Walliams, Winham Hammond, Hana Frejkova, Kristyna Madericova, Lucie Solarova, Karolína Matouskova, Alina Phelan, Joseph Moore, Isaac Bell, Lejla Abbasova, Ephraim Goldin, Yemi A. D., Carlos Dasilva, Gomez Sandoval, Jan Filipensky, David Mottl, Michaela Dvorska, John Bach, Jack Walley, Marcus O'Donovan, Adam Valdez, Ken Stott, Harry Gregson-Williams, Eddie Izzard, Liam Neeson, Vincent Grass",5/16/2008,5/17/2016,144,Walt Disney Pictures,Fresh,67,192,Upright,73,552922,44,128,64
m/cinderella,Cinderella,"With a wicked stepmother (Eleanor Audley) and two jealous stepsisters (Rhoda Williams, Lucille Bliss) who keep her enslaved and in rags, Cinderella (Ilene Woods) stands no chance of attending the royal ball. When her fairy godmother (Verna Felton) appears and magically transforms her reality into a dream come true, Cinderella enchants the handsome Prince Charming at the ball, but must face the wrath of her enraged stepmother and sisters when the spell wears off at midnight.","The rich colors, sweet songs, adorable mice and endearing (if suffering) heroine make Cinderella a nostalgically lovely charmer.",G,"Animation, Classics, Kids & Family, Science Fiction & Fantasy","Clyde Geronimi, Wilfred Jackson, Hamilton Luske","Ken Anderson, Bill Peet, Erdman Penner, Ted Sears, Homer Brightman, Winston Hibler, Harry Reeves, Joe Rinaldi","Ilene Woods, Eleanor Audley, Verna Felton, William Phipps, Rhoda Williams, James MacDonald (II), Luis Van Rooten, Don Barclay, Lucille Bliss, Mike Douglas, Marion Darlington, June Foray, Betty Lou Gerson, Claire Du Brey, Helene Stanley, Sylvia Guillem, Charles Judels, Donald Barclay",2/15/1950,5/21/2017,74,Walt Disney Pictures,Fresh,97,35,Upright,80,862184,7,34,1
m/cinderella_2013,Cinderella,"After her father unexpectedly dies, young Ella (Lily James) finds herself at the mercy of her cruel stepmother (Cate Blanchett) and stepsisters, who reduce her to scullery maid. Despite her circumstances, she refuses to despair. An invitation to a palace ball gives Ella hope that she might reunite with the dashing stranger (Richard Madden) she met in the woods, but her stepmother prevents her from going. Help arrives in the form of a kindly beggar woman who has a magic touch for ordinary things.","Refreshingly traditional in a revisionist era, Kenneth Branagh's Cinderella proves Disney hasn't lost any of its old-fashioned magic.",PG,"Kids & Family, Science Fiction & Fantasy, Romance",Kenneth Branagh,"Aline Brosh McKenna, Kenneth Branagh, Chris Weitz, Charles Perrault","Lily James, Cate Blanchett, Richard Madden, Helena Bonham Carter, Sophie McShera, Holliday Grainger, Stellan Skarsgård, Derek Jacobi, Nonso Anozie, Ben Chaplin, Hayley Atwell, Rob Brydon, Jana Perez, Alex MacQueen, Tom Edden, Gareth Mason, Paul Hunter, Eloise Webb, Joshua McGuire, Matthew Steer, Mimi Ndiweni, Laura Elsworthy, Ella Smith, Ann Davies, Gerard Horan, Katie West, Daniel Tuite, Anjana Vasan, Stuart Neal, Tomiwa Edun, Richard McCabe, Joseph Kloska, Andy Apollo, Craig Mather, Jonny Owen Last, Nari Blair Mangat, Michael Jenn, Josh O'Connor, Jana Perez",3/13/2015,9/15/2015,105,Walt Disney Pictures,Certified-Fresh,84,246,Upright,78,77768,54,206,41
m/cinderella_ii_dreams_come_true,Cinderella II: Dreams Come True,Cinderella (Jennifer Hale) prepares for her first royal ball and tries to help her stepsister (Tress MacNeille) find love.,,G,"Animation, Kids & Family, Science Fiction & Fantasy",John Kafka,"Jill E. Blotevogel, Tom Rogers","Jennifer Hale, Christopher Daniel Barnes, Corey Burton, Rob Paulsen, Susan Blakeslee, Tress MacNeille, Andre Stojka, Russi Taylor",2/26/2002,5/21/2017,73,Walt Disney Pictures,Rotten,11,9,Spilled,32,57475,0,1,8
m/cinderella_iii_a_twist_in_time,Cinderella III: A Twist in Time,"On the first anniversary of Cinderella's (Jennifer Hale) marriage to Prince Charming (C. D. Barnes), her stepsister Anastasia (Tress MacNeille) finds the Fairy Godmother's (Russi Taylor) wand in the forest. Cinderella's cruel stepmother, Lady Tremaine (Susanne Blakeslee), uses it to reverse time, making the famous glass slipper fit Anastasia's foot before Cinderella has a chance to try it on. No longer retaining any memory of who Cinderella is, the prince prepares to marry Anastasia.",,G,"Animation, Kids & Family",Frank Nissen,"Steve Bencich, Ron J. Friedman, Eddie Guzelian, Margaret Heidenry, Robert Reece, Colleen Ventimilia, Daniel Berendsen","Jennifer Hale, Christopher Daniel Barnes, C.D. Barnes, Susanne Blakeslee, Tress MacNeille, Russi Taylor, Andre Stojka, Rob Paulsen, Holland Taylor, Corey Burton",2/6/2007,5/21/2017,70,Walt Disney Productions,Fresh,75,8,Upright,61,42049,0,6,2
m/coco_2017,Coco,"Despite his family's generations-old ban on music, young Miguel dreams of becoming an accomplished musician like his idol Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead. After meeting a charming trickster named Héctor, the two new friends embark on an extraordinary journey to unlock the real story behind Miguel's family history.","Coco's rich visual pleasures are matched by a thoughtful narrative that takes a family-friendly -- and deeply affecting -- approach to questions of culture, family, life, and death.",PG,"Action & Adventure, Animation, Comedy, Kids & Family","Lee Unkrich, Adrian Molina","Adrian Molina, Matthew Aldrich","Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach, Renée Victor, Jaime Camil, Gabriel Iglesias, Ana Ofelia Murguía, Edward James Olmos, Alfonso Arau, Herbert Siguenza, Lombardo Boyar, Natalia Cordova-Buckley, Selene Luna, Sofía Espinosa, Carla Medina, Dyana Ortelli, Luis Valdez, Blanca Araceli, Salvador Reyes, Cheech Marin, Octavio Solis, John Ratzenberger, Lalo Alcaraz",11/22/2017,2/13/2018,109,Disney/Pixar,Certified-Fresh,97,342,Upright,94,27959,51,333,10
m/color_of_friendship,The Color of Friendship,"In 1977, two girls from opposite sides of the world come together and change each other's lives. Young, white Mahree Bok (Lindsey Haun) lives in apartheid South Africa with her wealthy family. Piper Dellums (Shadia Simmons), the daughter of a black U.S. congressman in Washington, D.C., prepares to welcome Mahree to the U.S. for a semester abroad. Mahree is surprised to find her host family is black, and Piper is stunned that Mahree is white. Each will have to question the assumptions she had.",,G,"Drama, Kids & Family, Television",Kevin Hooks,Paris H. Qualles,"Carl Lumbly, Penny Johnson Jerald, Lindsey Haun, Shadia Simmons, Anthony Burnett, Travis Davis, Ahmad Stoner, Melanie Nicholls-King, Susan Danforth, Erik Todd Dellums, Michael Kanev, Stephen Jennings, Ryan Cooley, Erik Kilpatrick, Holly Dennison, Shaun Austen-Olsen",2/5/2000,9/10/2016,83,Disney Channel,Fresh,100,6,Upright,76,4138,4,6,0
m/computer_wore_tennis_shoes,The Computer Wore Tennis Shoes,"Students from a cash-strapped college, in need of a computer, convince businessman A.J. Arno (Cesar Romero) to donate one. When it needs to be repaired, student Dexter Reilly (Kurt Russell) fixes it during an electrical storm and receives a shock. Suddenly the computer's brain has fused with his, and he's a genius. Unfortunately, he also has knowledge about Arno's illegal gambling operations, which were stored in the computer. Now Dexter is a celebrity, but Arno wants him eliminated.",,G,"Classics, Comedy, Kids & Family, Science Fiction & Fantasy",Robert Butler,Joseph L. McEveety,"Kurt Russell, Cesar Romero, Joe Flynn, William Schallert, Alan Hewitt, Richard Bakalyan, Debbie Paine, Alexander Clare, Pete L. Renoudet, Frank Webb, Michael McGreevey, Jon Provost, Frank Welker, Alex Clarke, Bing Russell, Pat Harrington Jr., Fabian Dean, Fritz Feld, Peter Renaday, Howard Culver, Hillyard Anderson, Ed Begley Jr.",,9/23/2013,91,Walt Disney Productions,Rotten,50,6,Spilled,40,6028,0,3,3
m/con_air,Con Air,"Just-paroled army ranger Cameron Poe (Nicolas Cage) is headed back to his wife (Monica Potter), but must fly home aboard a prison transport flight dubbed ""Jailbird"" with some of the worst criminals living. Along with Diamond Dog (Ving Rhames) and Baby-O (Mykelti Williamson), genius serial killer Cyrus ""The Virus"" Grissom (John Malkovich) unleashes a violent escape plot in mid-flight. Secretly working with U.S. Marshall Vince Larkin (John Cusack), Poe tries to foil Grissom's plan.","Con Air won't win any awards for believability - and all involved seem cheerfully aware of it, making some of this blockbuster action outing's biggest flaws fairly easy to forgive.",R,Action & Adventure,Simon West,Scott Rosenberg,"Nicolas Cage, John Cusack, John Malkovich, Steve Buscemi, Ving Rhames, Colm Meaney, Mykelti Williamson, Rachel Ticotin, Monica Potter, M.C. Gainey, John Roselius, Landry Allbright, Danny Trejo, Angela Featherstone, Renoly Santiago, Jesse Borrego, Nick Chinlund, José Zúñiga, Mario Roberts, Steve Eastin, Brendan Kelly, Carl N. Ciarfalio, Mongo Brownlee, Ned Bellamy, John Marshall Jones, Fredric Lane, Martin McSorley, Dylan Haggerty (II), Matt Barry, Dan Bell, Bob Stephenson, Scott Ditty, Tommy Bush, Lauren Suzanne Pratt, Steve Hulin, Don Charles McGovern, Dave Chappelle, Doug Hutchison, Jeris Poindexter, Carl Ciarfalio, David Ramsey, Conrad Goode, Emilio Rivera, Tyrone Granderson Jones, Earl Billings, Greg Collins, Billy Devlin, Mark Ginther, Joseph Patrick Kelly, Marty McSorley, Jeff Olson, Dawn Bluford, Charlie Paddock, Randee Barnes, Don S. Davis, Barbara Sharma, Brian Hayes Currie, Robert J. Stephenson, Ashley Smock, Charles Lynn Frost, Joey Miyashima, Scott Burkholder, Kevin Cooney, Gerard L'Heureux, Pete Antico, George Randall, James Bozian, Harley Zumbrum, Doug Dearth, David Roberson, Alexandra Balahoutis, Dick 'Skip' Evans, Sheldon Worthington, Robert Taft, Robert White, Chris Ellis, John Campbell, Brian Willems, Bill Cusack, Dabbs Greer, Marco Kyris, John Robotham",6/6/1997,8/10/2016,115,Disney,Rotten,56,66,Upright,75,417293,17,37,29
m/condorman,Condorman,"A cartoonist (Michael Crawford) acting as a CIA courier becomes his comic-strip hero, Condorman, to help a KGB woman (Barbara Carrera) defect.",,PG,"Action & Adventure, Art House & International, Comedy, Mystery & Suspense, Science Fiction & Fantasy",Charles Jarrott,"Glenn Gordon Caron, Marc Stirdivant, Mickey Rose","Michael Crawford, Oliver Reed, Barbara Carrera, James Hampton, Jean-Pierre Kalfon, Dana Elcar, Vernon Dobtcheff, Robert Arden",8/7/1981,8/7/2015,90,Walt Disney Productions,Rotten,23,13,Upright,65,8229,2,3,10
m/confessions_of_a_shopaholic,Confessions of a Shopaholic,"Like many New York City gals, Rebecca Bloomwood (Isla Fisher) loves to shop. The trouble is, she shops so much that she is drowning in debt. Rebecca would love to work at the city's top fashion magazine but, so far, has not been able to get her foot in the door. Then she lands a job as an advice columnist for a financial magazine owned by the same company. Her column becomes an overnight success, but her secret threatens to ruin her love life and career.",This middling romantic comedy underutilizes a talented cast and delivers muddled messages on materialism and conspicuous consumption.,PG,"Comedy, Drama",P.J. Hogan,"Tim Firth, Tracey Jackson, Kayla Alpert","Isla Fisher, Hugh Dancy, Joan Cusack, John Goodman, John Lithgow, Kristin Scott Thomas, Leslie Bibb, Krysten Ritter, Fred Armisen, Julie Hagerty, Robert Stanton, Wendie Malick, Christine Ebersole, Clea Lewis, Jonathan Tisch, Lynn Redgrave, Ed Helms, Kaitlin Hopkins",2/13/2009,8/10/2016,105,Walt Disney Studios,Rotten,25,167,Spilled,49,292033,51,42,125
m/dangerous_minds,Dangerous Minds,"Former Marine Louanne Johnson (Michelle Pfeiffer) lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.","Rife with stereotypes that undermine its good intentions, Dangerous Minds is too blind to see that the ones it hurts are the audience.",R,Drama,John N. Smith,Ronald Bass,"Michelle Pfeiffer, George Dzundza, Courtney B. Vance, Robin Bartlett, Bruklin Harris, Renoly Santiago, Wade Dominguez, Beatrice Winde, Lorraine Toussaint, John Neville, Marcello Thedford, Bonnie Bartlett, Roberto Álvarez, Richard Grant, Marisela Gonzales, Skye Bassett, Toni Nichelle Buzhardt, Roman Cisneros, Norris Young, Irene Olga Lopez, Rahman Ibraheem, Desire Galvez, Bernie Pock, Sarah Marshall, Wilson Limpo, Raymond Grant, Veronica Robles, Michael Archuleta, Deshanda Carter, Ebony Jerido, Brandi Younger, Asia Minor, Karina Arroyave, Paula Garcés, Ivan Sergei, Mark Prince Edwards, Ismael Archuleta, Skye Basset, Gaura Vani Buchwald, Cynthia Avila, Roman J. Cisneros, Camille Winbush, Al Israel, Brian Anthony, Jason Gutman, Lara Spotts",8/11/1995,8/10/2016,99,Disney,Rotten,29,41,Upright,64,103011,12,12,29
m/delivery_man,Delivery Man,"Amiable slacker David Wozniak (Vince Vaughn) drives a delivery truck for his family's company and is content with a life of mediocrity. However, when he learns that he is the biological father of more than 500 offspring and many of them are suing to learn his identity, he decides to hold himself accountable for his actions. He finds some of his progeny and becomes involved in their lives; however, when David's girlfriend announces her pregnancy, she keeps her expectations low.","It has an undeniably sweet charm, and Vince Vaughn is eminently likable in the lead role, but The Delivery Man suffers in comparison to Starbuck, the hit Canadian comedy that inspired it.",PG-13,Comedy,Ken Scott (V),Ken Scott (V),"Vince Vaughn, Cobie Smulders, Chris Pratt, Jack Reynor, Britt Robertson, Dave Patten, Bobby Moynihan, Chris Hernandez, Camille Kitt, Erin Gerasimovich, Matthew Daddario, Ben Bailey, Vanessa Coelho, Kennerly Kitt, Leslie Ann Glossner, Takako Haywood, Glenn Fleshler, Chris Nunez, Georgie Lalov, Finnerty Steeves, Alex Hartman, Andrew Pagliara, Peter Y. Kim, Zivile Kaminskaite, Nicole Newman, Kiff VandenHeuvel, Simon Delaney, Kaitlyn M. Burgoon, Shawn Gonzalez, Stephen Ellis, Joseph Basile, James Thomas Bligh, Adam Chanler-Berat, Logan Kulick, Michael Oberholtzer, Van Hughes, Malcolm Halaszynski, Joseph Urban, Alexander Flores, Derrick Arthur, Jessica Williams, Sebastien René, Kevin Hopkins, Zachary Hernandez, Kyle Sutton, Lynda Gravatt, Starla Benford, Damian Young, Don Guillory, Richard Poe, Jessica Abo, Crawford Logan, Andrzej Blumenfeld, Amos VanderPoel, Alice Gainer, Darin Guerrasio, Jonah Nathan, Bruce Altman, Matthew Walters, Stephanie Berry, Joseph Tudisco, Akim Black, Kate Dalton, Gabe Doran, Matt Blumm, Mark Zimmerman, Angela Bellotte, Charlie Romanelli, Pasha Pellosie, Connor Fox, Isaac H.W. Joseph, Jay Leno, Bill Maher, Nancy Nagrant, Jaime Lynn Weisman, Pantea Karimi",11/22/2013,11/22/2015,105,Walt Disney Pictures,Rotten,39,147,Spilled,47,58117,38,58,89
m/descendants_2,Descendants 2,"When the pressure to be royally perfect gets to be too much for Mal, she returns to the Isle of the Lost. She discovers that Uma, the daughter of Ursula, has taken over as queen, and that her gang is finalizing plans to bring down the barrier.",,NR,,Kenny Ortega,"Sara Parriott, Josann McGibbon","Dove Cameron, Sofia Carson, Booboo Stewart, Cameron Boyce, Mitchell Hope, China Anne McClain, Melanie Paxson, Thomas Doherty, Dylan Playfair, Dianne Doan, Jedidiah Goodacre, Zachary Gibson, Brenna D'Amico, Bobby Moynihan",,7/23/2017,111,Disney Channel,Fresh,71,7,Upright,70,881,3,5,2
m/disneynature_bears,Disneynature Bears,"Filmmakers Alastair Fothergill and Keith Scholey chronicle a year in the lives of an Alaskan brown bear named Sky and her cubs, Scout and Amber. Their saga begins as the bears emerge from hibernation at the end of winter. As time passes, the bear family must work together to find food and stay safe from other predators, especially other bears. Although their world is exciting, it is also risky, and the cubs' survival hinges on family togetherness.","Sweet, beautifully filmed, and admirably short on sugarcoating, Bears continues Disneynature's winning streak.",G,Kids & Family,"Alastair Fothergill, Keith Scholey, Adam Chapman",,John C. Reilly,4/18/2014,11/22/2015,77,Walt Disney Pictures,Certified-Fresh,90,59,Upright,78,22631,21,53,6
m/disneynature_chimpanzee,Disneynature Chimpanzee,"Deep in an African forest lives a family of chimpanzees, including a baby named Oscar. Displaying the playful curiosity and ingenuity of fellow primates, Oscar and his family navigate the forest's complex territory with relative ease. Usually, the world is a playground for Oscar and his young comrades, but when his family encounters a rival band of chimps, he is left to fend for himself. However, a surprising ally steps in and changes Oscar's life forever.","Chimpanzee often anthropomorphizes its subjects, but it's a beautifully filmed, remarkably intimate look at the lives of a family of primates.",G,Documentary,"Alastair Fothergill, Mark Linfield",,"Tim Allen, China Anne McClain",4/20/2012,2/16/2016,78,Disneynature,Certified-Fresh,76,98,Upright,75,98037,31,74,24
m/disneynature_crimson_wing,Disneynature Crimson Wing,"This lyrical documentary uses high-definition photography, narration by French actress Zabou Breitman and an elaborate score to illuminate the life cycle of one of the world's most awe-inspiring but least-understood creatures -- the flamingo. The titular mysteries explored in the film include the process through which flamingos, born black and white, attain their highly recognizable pink shade. The story of these majestic birds unfolds among the striking landscapes of Tanzania.",,G,Documentary,"Matthew Aeberhard, Leander Ward",Melanie Finn,,12/17/2008,2/25/2016,77,Disneynature,Fresh,75,20,Upright,74,394,4,15,5
m/disneynature_earth_2009,Disneynature Earth,"A global journey reveals how animal mothers struggle to raise their young in an increasingly dangerous environment. In the Arctic, a polar bear and her two newborn cubs must find food across the quickly melting ice. In Africa, an elephant and her calf begin an arduous journey in search of water, but a pride of lions guards the pool. A humpback whale must keep her calf safe over thousands of miles as they migrate from the equator to Antarctica.","With its spectacular and extensive footage, Earth is both informative and entertaining.",G,Documentary,"Mark Linfield, Alastair Fothergill","Alastair Fothergill, Mark Linfield, Leslie Megahey","James Earl Jones, Patrick Stewart, George Fenton",4/22/2009,12/13/2015,90,Walt Disney Films,Certified-Fresh,86,94,Upright,82,110102,28,81,13
m/disneynature_monkey_kingdom,Disneynature Monkey Kingdom,"In South Asia, Maya the monkey and her son Kip struggle to survive within the competitive social hierarchy of the troop at Castle Rock. When neighboring monkeys take over their home, Maya's whole troop is forced to relocate. She uses her ingenuity to lead the members of her extended family to untapped resources amid strange new creatures and unfamiliar surroundings. Ultimately, the entire troop must work together to reclaim Castle Rock, where Maya hopes her son will have a bright future.",Monkey Kingdom's breathtaking footage of primates in the wild is likely to please animal lovers of all ages.,G,Documentary,"Mark Linfield, Alastair Fothergill",,Tina Fey,4/17/2015,8/10/2016,82,Walt Disney Pictures,Certified-Fresh,93,55,Upright,76,11474,21,51,4
m/disneynature_oceans,Disneynature Oceans,"Most of the Earth's surface is covered by water; using the latest technology, filmmakers Jacques Perrin and Jacques Cluzaud set out to explore the underwater world. Diving deep into the waters that ultimately sustain all life on Earth, Perrin and Cluzaud capture spectacular footage of the amazing beauty and harsh reality of life beneath the waves.",Oceans adds another visually stunning chapter to the Disney Nature library.,G,"Documentary, Drama","Jacques Cluzaud, Jacques Perrin","Jacques Perrin, Jacques Cluzaud, François Sarano, Stéphane Durand, Laurent Debas","Jacques Perrin, Lancelot Perrin, Pierce Brosnan, Rie Miyazawa",4/22/2010,11/11/2016,102,Disneynature,Certified-Fresh,81,79,Upright,75,98514,26,64,15
m/disneys_aladdin,Aladdin,"When street rat Aladdin frees a genie from a lamp, he finds his wishes granted. However, he soon finds that the evil has other plans for the lamp -- and for Princess Jasmine. But can Aladdin save Princess Jasmine and his love for her after she sees that he isn't quite what he appears to be?","A highly entertaining entry in Disney's renaissance era,"" Aladdin is beautifully drawn, with near-classic songs and a cast of scene-stealing characters.",G,"Action & Adventure, Animation, Comedy, Kids & Family, Musical & Performing Arts","John Musker, Ron Clements","Ron Clements, John Musker, Ted Elliott, Terry Rossio","Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman, John Freeman, Gilbert Gottfried, Lea Salonga, Brad Kane, Frank Welker, Douglas Seale, Charlie Adler, Philip L. Clarke, Jack Angel, Corey Burton, Philip Clarke, Jennifer Darling, Debi Derryberry, Bruce Gooch, Jerry Houser, Vera Lockwood, Sherry Lynn, Albert Tavares, Mickie T. McGowan, Patrick Pinney, Phil Proctor, David Friedman",11/11/1992,9/1/2016,90,Walt Disney Pictures,Certified-Fresh,95,75,Upright,92,939842,18,71,4
m/doctor_strange_2016,Doctor Strange,"Dr. Stephen Strange's (Benedict Cumberbatch) life changes after a car accident robs him of the use of his hands. When traditional medicine fails him, he looks for healing, and hope, in a mysterious enclave. He quickly learns that the enclave is at the front line of a battle against unseen dark forces bent on destroying reality. Before long, Strange is forced to choose between his life of fortune and status or leave it all behind to defend the world as the most powerful sorcerer in existence.","Doctor Strange artfully balances its outré source material against the blockbuster constraints of the MCU, delivering a thoroughly entertaining superhero origin story in the bargain.",PG-13,"Action & Adventure, Science Fiction & Fantasy",Scott Derrickson,"Thomas Dean Donnelly, Joshua Oppenheimer, Jon Spaihts, C. Robert Cargill, Scott Derrickson","Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong, Mads Mikkelsen, Tilda Swinton, Michael Stuhlbarg, Juani Feliz, Benjamin Bratt, Scott Adkins, Zara Phythian, Alaa Safi, Katrina Durden, Topo Wresniwiro, Umit Ulgen, Linda Duan, Mark Anthony Brighton, Meera Syal, Amy Landecker, Adam Pelta, Adam Pelta-Pauls, Sarah Malin, Eben Young, Kobna Holdbrook-Smith, Elizabeth Healey, Guillaume Faure, Daniel Dow, Ezra Khan, Kimberly Van Luin, Pat Kiernan",11/4/2016,2/14/2017,115,Walt Disney Pictures,Certified-Fresh,89,373,Upright,86,110451,56,333,41
m/dougs_1st_movie,Doug's 1st Movie,"Doug and his pal, Skeeter, befriend a creature created by toxins that were dumped into Lucky Duck Lake.","Doug's 1st Movie may entertain very young fans of its main character, but essentially amounts to a forgettable feature-length episode of his show.",G,"Action & Adventure, Animation, Kids & Family, Special Interest",Maurice Joyce,"Ken Scarborough, Joe Aaron, Jim Jinkins","Thomas McHugh, Becca Lish, Fred Newman, Chris Phillips, Doug Preis, Constance Shulman, Frank Welker, Alice Playten, Guy Hadley, Eddie Korbich, David O'Brien, Doris Belack, Greg Lee, Bob Bottone, Bruce Bayley Johnson, Fran Brill, Melissa Greenspan",3/26/1999,8/7/2015,77,Walt Disney Productions,Rotten,26,34,Spilled,28,7259,11,9,25
m/ducktales-the-movie,DuckTales: The Movie - Treasure of the Lost Lamp,"Scrooge McDuck finds a magic lamp with Huey, Dewey and Louie and their girlfriend, Webby.",,G,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy",Bob Hathcock,Alan Burnett,"Alan Young, Russi Taylor, Christopher Lloyd, Rip Taylor, Richard Libertini, June Foray, Joan Gerber, Chuck McCann, Terry McGovern",8/3/1990,1/4/2016,73,Walt Disney Productions,Fresh,88,8,Upright,69,50000,3,7,1
