rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
m/billy_jack,Billy Jack,A part-Indian Vietnam veteran (Tom Laughlin) kicks around bigots who pick on his girlfriend's (Delores Taylor) so-called freedom school.,,PG,"Action & Adventure, Classics, Cult Movies, Drama, Special Interest","Tom Laughlin, T.C. Frank",,"Tom Laughlin, Delores Taylor, Clark Howat, Bert Freed, Julie Webb, Kenneth Tobey, The Committee, Victor Izay, Debbie Schock, Stan Rice, Richard Stahl, Teresa Kelly, Katy Moffatt, Susan Foster, Paul Bruce, Howard Hesseman, Lynn Baker, David Roya, Susan Sosa, Gwen Smith, John McClure, Cisse Cameron, Ken Tobey, Mundell Lowe",5/1/1971,7/25/2017,112,Warner Bros.,Fresh,63,16,Upright,63,9208,2,10,6
m/bird,Bird,"Director Clint Eastwood, a noted jazz aficionado, directs this heartfelt study of pioneering bop saxophonist Charlie Parker (Forest Whitaker). Moving forward and backward through Parker's brief life before his death of a heroin overdose at age 34, the film foregrounds the saxophonist's difficult relationship with his wife, Chan Parker (Diane Venora), but also features lengthy scenes of Parker improvising on stage, lit with the neon and cigarette smoke of vintage jazz clubs.","Forest Whitaker inhabits Charlie Parker with aplomb in this moving love letter to the music icon, told by director Clint Eastwood with a moody style that visually evokes the wistful rhythm of jazz.",R,Drama,Clint Eastwood,Joel Oliansky,"Forest Whitaker, Diane Venora, Michael Zelniker, Sam E. Wright, Samuel E. Wright, Keith David, Michael McGuire, James Handy, Damon Whitaker, Morgan Nagler, Arlen Dean Snyder, Sam Robards, Penelope Windust, Glenn T. Wright, George Orrison, Glenn Wright, Bill Cobbs, Hamilton Camp, Joey Green, John Witherspoon, Tony Todd, Jo De Winter, Richard Zavaglia, Anna Levine, Al Pugliese, Hubert Kelly, Billy J. Mitchell, Karl Vincent, Lou Cutell, Roger Etienne, Jason Bernard, Gretchen Oehler, Richard McKenzie, Tony Cox, Diane Salinger, Natalia Silverwood, Duane Matthews, Slim Jim Phantom, Matthew Faison, Johnny Adams, Peter Crook, Alec Paul Rubinstein, Patricia Herd, Steve Zettler, Ann Weldon, Charley Lang, Tim Russ, Richard Jeni, Don Starr, Richard Mawe, Chris Bosley, George T. Bruce",10/1/1988,6/1/2009,161,Warner Home Video,Fresh,83,23,Upright,79,6251,8,19,4
m/birds_of_prey_2020,Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn),"It's open season on Harley Quinn when her explosive breakup with the Joker puts a big fat target on her back. Unprotected and on the run, Quinn faces the wrath of narcissistic crime boss Black Mask, his right-hand man, Victor Zsasz, and every other thug in the city. But things soon even out for Harley when she becomes unexpected allies with three deadly women -- Huntress, Black Canary and Renee Montoya.","With a fresh perspective, some new friends, and loads of fast-paced action, Birds of Prey captures the colorfully anarchic spirit of Margot Robbie's Harley Quinn.",R,Action & Adventure,Cathy Yan,Christina Hodson,"Margot Robbie, Mary Elizabeth Winstead, Jurnee Smollett-Bell, Ewan McGregor, Rosie Perez, Ella Jay Basco, Chris Messina, Steven Williams, Dana Lee, François Chau, Matthew Willig, Bojana Novakovic, Ali Wong, Greice Santo, Charlene Amoia, Derek Wilson, Robert Catrini, Michael Masini",2/7/2020,3/24/2020,109,Warner Bros. Pictures,Certified-Fresh,78,410,,78,15715,46,319,91
m/black_mass_2015,Black Mass,,Black Mass spins a gripping yarn out of its fact-based story -- and leaves audiences with one of Johnny Depp's most compelling performances in years.,R,Drama,Scott Cooper,"Mark Mallouk, Jez Butterworth","Johnny Depp, Benedict Cumberbatch, Joel Edgerton, Jesse Plemons, Dakota Johnson, Rory Cochrane, Julianne Nicholson, Adam Scott, Brad Carter, David Harbour, Jeremy Strong, W. Earl Brown, Corey Stoll, Kevin Bacon, Peter Sarsgaard, Bill Camp, Juno Temple, Mark Mahoney, Scott G. Anderson, Lonnie Farmer, Scott Anderson, Mary Klug, Erica McDermott, Luke Ryan, Owen Burke, Lewis Wheeler, Robert Walsh, Robert Walsh, Billy Meleady, Jamie Donnelly, David DeBeck, David Conley (V), Ciaran Crawford, Thomas Philip O'Neill, Joey Vacchio, Bill Haims, Anthony Molinari, Todd Ryan Jones, Declan Mulvey, Bates Wilder, Marc Carver, Richard Donelly, Gary Galone, Brian A. White, Peter J. Morse, Tom Kemp, Patrick M. Walsh, Jr., Naheem Garcia, Kathryn A. Beauchamp, Stephen Curran, Darin XL MacEachern, Cary ""Big Shug"" Guy, Sean Malone, Jack Neary, Jimmy Joe Maher, Forry Buckingham, Danny DeMiller, Michael F. Murphy, Alexander Cook, Ava Cooper, Stella Cooper, Nick Glennie-Smith",9/18/2015,,,Warner Bros Pictures,Certified-Fresh,73,288,Upright,68,55553,54,210,78
m/blade_runner,Blade Runner,"Deckard (Harrison Ford) is forced by the police Boss (M. Emmet Walsh) to continue his old job as Replicant Hunter. His assignment: eliminate four escaped Replicants from the colonies who have returned to Earth. Before starting the job, Deckard goes to the Tyrell Corporation and he meets Rachel (Sean Young), a Replicant girl he falls in love with.","Misunderstood when it first hit theaters, the influence of Ridley Scott's mysterious, neo-noir Blade Runner has deepened with time. A visually remarkable, achingly human sci-fi masterpiece.",R,"Drama, Science Fiction & Fantasy",Ridley Scott,"Ridley Scott, Hampton Fancher, David Webb Peoples","Harrison Ford, Rutger Hauer, Sean Young, Daryl Hannah, William Sanderson, Edward James Olmos, M. Emmet Walsh, Brion James, Joe Turkel, Joanna Cassidy",6/25/1982,11/15/2016,122,Warner Bros. Pictures,Certified-Fresh,90,119,Upright,91,337821,27,107,12
m/blade_runner_1982,Blade Runner (The Final Cut),,,R,"Drama, Science Fiction & Fantasy",Ridley Scott,"Hampton Fancher, Darryl Ponicsan","Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos, Daryl Hannah, M. Emmet Walsh, William Sanderson, Brion James, Joanna Cassidy, James Hong, Morgan Paull, Kevin Thompson (II), John E. Allen, Hy Pyke, Kimiko Hiroshige, Robert Okazaki, Carolyn De Mirjian, Kelly Hine, Thomas L. Hutchinson, Charles Knapp, Rose Mascari, Sharon Hesky, Steve Pope, Hiro Okazaki, Robert Reiter, Joe Turkel",,,,Warner Bros. Pictures,,,,,,,6,11,1
m/blade_runner_2049,Blade Runner 2049,"Officer K (Ryan Gosling), a new blade runner for the Los Angeles Police Department, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. His discovery leads him on a quest to find Rick Deckard (Harrison Ford), a former blade runner who's been missing for 30 years.","Visually stunning and narratively satisfying, Blade Runner 2049 deepens and expands its predecessor's story while standing as an impressive filmmaking achievement in its own right.",R,"Action & Adventure, Drama, Science Fiction & Fantasy",Denis Villeneuve,"Michael Green, Hampton Fancher","Ryan Gosling, Harrison Ford, Ana de Armas, Sylvia Hoeks, Robin Wright, Mackenzie Davis, Carla Juri, Lennie James, Jared Leto, Dave Bautista",10/6/2017,12/26/2017,164,Warner Bros. Pictures,Certified-Fresh,88,435,Upright,81,60156,54,381,54
m/blazing_saddles,Blazing Saddles,"In this satirical take on Westerns, crafty railroad worker Bart (Cleavon Little) becomes the first black sheriff of Rock Ridge, a frontier town about to be destroyed in order to make way for a new railroad. Initially, the people of Rock Ridge harbor a racial bias toward their new leader. However, they warm to him after realizing that Bart and his perpetually drunk gunfighter friend (Gene Wilder) are the only defense against a wave of thugs sent to rid the town of its population.","Daring, provocative, and laugh-out-loud funny, Blazing Saddles is a gleefully vulgar spoof of Westerns that marks a high point in Mel Brooks' storied career.",R,"Classics, Comedy, Western",Mel Brooks,"Mel Brooks, Andrew Bergman, Richard Pryor, Norman Steinberg, Alan Unger, Alan Uger","Cleavon Little, Gene Wilder, Harvey Korman, Madeline Kahn, Slim Pickens, David Huddleston, Mel Brooks, Liam Dunn, Alex Karras, John Hillerman, George Furth, Carol DeLuise, Richard Collier, Charles McGregor, Robyn Hilton, Dom DeLuise, Don Megowan, Burton Gilliam, Claude Ennis Starrett Jr., Count Basie, Darrell Sandeen",2/7/1974,10/2/2013,93,Warner Bros. Pictures,Certified-Fresh,88,59,Upright,91,218391,7,52,7
m/blended,Blended,"Recently divorced mom Lauren (Drew Barrymore) and widowed dad Jim (Adam Sandler) let their friends push them into a blind date, which goes disastrously wrong. Unsurprisingly, neither wants to see the other ever again. However, fate intervenes when both Jim and Lauren, unbeknown to each other, purchase one-half of the same vacation package at a South African resort; they and their children are forced to share the same suite and participate in a slew of family activities together.","Lurching between slapstick and schmaltz without showing much of a commitment to either, Blended commits the rare Sandler sin of provoking little more than boredom.",PG-13,Comedy,Frank Coraci,"Ivan Menchell, Clare Sera","Adam Sandler, Drew Barrymore, Joel McHale, Kevin Nealon, Wendi McLendon-Covey, Kyle Red Silverstein, Shaquille O'Neal, Dan Patrick, Bella Thorne, Terry Crews, Braxton Beckham, Jessica Lowe, Alyvia Alyn Lind, Emma Fuhrmann, Lauren Lapkus, Abdoulaye N'Gom, Zak Henri, Jackie Sandler, Sunny Sandler, Sadie Sandler, Judith Sandler, Alexis Arquette, Katheryn Cain, Susan Yeagley, Aimee Goldsmith, Mary Pat Gleason, Dale Steyn, Allen Covert, Tim Herlihy, Jared Sandler, Chris April, Vivian Shabalala, Zenzozenkosi Dubazane, Albert Mhlongo, Josette Eales, Anna Colwell, Marissa Raisor, Ashley Pike, Casey Luckey, Jonathan Loughran, Chris Titone, Rob Moran, Michael Buscemi, Max Karz, Jackie Goldston, Joey Karz, Dylan Karz, Simon Sibonelo Vilakazi, Gregg Bright, Hannah Covert, Abigail Covert, Nikki Walker, Cullen Deuce Tonry, Dambuza Mdledle, Zwelithin Mathebula, Ishmael Kakasa, Isaac Kakasa, Mikayla Park, J.D. Donaruma, Robert Harvey, Bill Romanowski",5/23/2014,1/20/2016,117,Warner Bros. Pictures,Rotten,14,138,Upright,64,53316,33,20,118
m/blood_diamond,Blood Diamond,"As civil war rages through 1990s Sierra Leone, two men, a white South African mercenary (Leonardo DiCaprio) and a black Mende fisherman (Djimon Hounsou), become joined in a common quest to recover a rare gem that has the power to transform their lives. With the help of an American journalist (Jennifer Connelly), the men embark on a hazardous trek through rebel territory to achieve their goal.",Blood Diamond overcomes poor storytelling with its biting commentary and fine performances.,R,"Action & Adventure, Drama, Mystery & Suspense",Edward Zwick,"Edward Zwick, Charles Leavitt","Leonardo DiCaprio, Jennifer Connelly, Djimon Hounsou, Kagiso Kuypers, Arnold Vosloo, Antony Coleman, Benu Mabhena, Basil Wallace, Anointing Lukola, Jimi Mistry, Marius Weyers, Michael Sheen, Stephen Collins, Anthony J. Coleman, David Harewood, Ntare Mwine, Bouba Badiane, Ato Essandoh, Ronnie Nyakale, Percy Matsemela, Nick Reding, Tony Kgoroge, Klemens Becker, Akin Omotoso, Chimène Costa, Grant Swanby, Dini Nondumo, Tau Maserumule, Adetokumboh M'Cormack, Martin Abdul Jabbar, Gaurav Chopra, Karl McMillan, David S. Lee, Jonathan Pienaar, Sonni Chidiebere, Nnamdi Onyeiwu, Nhlanhla Mavimbela, Mfuno Pisani, Phado Bahola, Thabang Mothle, Buhle Seya, Sizwe Makapela, Winston Ntshona, Mduduzi Mabaso, Nat Ramabulana, Zenzo Ngqobe, Mlungisi Hlophe, Carol Behane, Nigel Harman, Clare Holman, Kedibone Tholo, Koketso Mojela, Gavin Greenaway, Pete Anthony",12/8/2006,11/30/2008,138,Warner Bros. Pictures,Fresh,63,217,Upright,90,568781,54,136,81
m/blood_work,Blood Work,"FBI profiler Terry McCaleb (Clint Eastwood) was hot on the trail of ""The Code Killer"" when a heart attack put him out of commission. A heart transplant later, Terry spends his time in the harbor on his houseboat -- that is, until he starts to investigate the facts surrounding his transplant. His donor was a murder victim, and the murder is still unsolved. With the help of his seaside neighbor, Buddy (Jeff Daniels), and over the protests of his doctor, Terry reopens the case.","Blood Work is a routine, but competently made thriller marred by lethargic pacing.",R,"Action & Adventure, Drama, Mystery & Suspense",Clint Eastwood,"Brian Helgeland, Michael Connelly","Clint Eastwood, Jeff Daniels, Anjelica Huston, Wanda De Jesus, Tina Lifford, Paul Rodriguez, Dylan Walsh, Mason Lucero, Gerry Becker, Rick Hoffman, Alix Koromzay, Igor Jijikine, Dina Eastwood, Beverly Leech, June Kyoko Lu, Chao Li Chi, Glenn Morshower, Robert Harvey, Matt Huffman, Mark Thomason, Maria Quiban, Brent Hinkley, Natalia Ongaro, Amanda Carlin, Ted Rooney, Craig Hoskins, P.J. Byrne, Sam Jaeger, Derric Nugent, Craig Hosking, James W. Gavin",8/9/2002,11/1/2009,111,Warner Bros. Pictures,Rotten,53,152,Spilled,40,22239,40,80,72
m/bloodsport,Bloodsport,"U.S. soldier Frank Dux (Jean-Claude Van Damme) has come to Hong Kong to be accepted into the Kumite, a highly secret and extremely violent martial-arts competition. While trying to gain access into the underground world of clandestine fighters, he also has to avoid military officers who consider him to be AWOL. After enduring a difficult training and beginning a romance with journalist Janice Kent (Leah Ayres), Frank is given the opportunity to fight. But can he survive?","This is where it all began for the Muscles from Brussels, but beyond Van Damme's athleticism, Bloodsport is a cliched, virtually plotless exercise in action movie recycling.",R,Action & Adventure,"Newt Arnold, Newton Arnold","Sheldon Lettich, Mel Friedman, Christopher Cosby","Jean-Claude Van Damme, Leah Ayres, Donald Gibb, Norman Burton, Forest Whitaker, Roy Chiao, Philip Chan, Pierre Rafini, Bolo Yeung, Kenneth Siu, Chung Shun Tak, Kimo Lai Kwok Ki, Bernard Mariano, Bill Yuen Ping Kuen, Lily Leung, Joshua Schroeder, Keith Davey, Sean Ward, Tsui Siu Hung, Johnny Lai, A.P. George, John Foster, Ken Siu, John Cheung, Dennis Chiu, Michelle Qissi, Nathan Chkueke, Geoff Brown, David Ho, Henry Ho, Eric Neff, Thomas Lam, Michael Paul Chan, Simon Lai, Rick Erikson, Dr. Charles Wang, John Law, Samson Li, Paulo Tocha, Greg Richardson, Wilson Lee, Mark Di Salle, Edward E. Ketterer, Ken Boyle, Tom Tam, Claude Heme, Susan Sheers, Paolo Tocha, Mandy Chan, Wong Tak Ming, Christopher Lay, Saheed Sahabuddin, Rocky Jasminder Singh, Mark Wheelhouse, Wayne Morris, Darren Humphrey, Peggy Tam, Jacqueline Choy, Bernie Cilia, Andrew Rule, Rani Gill, Wayne Archer, Christine Redmen, Johnny Wong Tin Tok, Mak Shu Sun, Nip Kwok Chiu, Paul Findley, Attilio Reale, Paul Treadwell, Roger Walker, Victor Wong, Eric Ng, Ronnie Li",2/26/1988,8/10/2016,92,Warner Home Video,Rotten,40,25,Upright,74,68515,3,10,15
m/blossoms_in_the_dust,Blossoms in the Dust,"Edna Gladney lost her son when he was very young. By chance she discovered the injustice within the law towards children whose parents are unknown, and decided to open an orphanage for these children, despite the stigma. She fought against the unfair laws that discriminated against children born out of wedlock.",,NR,"Classics, Documentary, Drama",Mervyn LeRoy,"Anita Loos, Ralph Wheelwright","Greer Garson, Walter Pidgeon, Marsha Hunt, Felix Bressart, Fay Holden, Samuel S. Hinds, Kathleen Howard, George Lessey, William Henry, Henry O'Neill, John Eldredge, Clinton Rosemond, Theresa Harris, Charles Arnt, Cecil Cunningham, Ann Morriss, Richard Nichols, Marc Lawrence, Frank Darien, Will Wright, Mary Taylor, Edwin Maxwell, Almira Sessions",1/1/1941,12/3/2013,100,WARNER BROTHERS PICTURES,Rotten,33,9,Upright,72,379,3,3,6
m/blue_collar_comedy_tour_the_movie,Blue Collar Comedy Tour: The Movie,"The all-stars of Southern comedy collaborate in this uproarious live stand-up experience. In the summer of 2002, Jeff Foxworthy, Bill Engvall, Ron White and Larry the Cable Guy barnstorm the country with their unique brand of working-class humor. This film documenting the tour captures the highlights of the comedians' hilarious acts, while also going behind the scenes to give viewers a candid look at each of these irrepressible comic personalities.",,PG-13,"Comedy, Musical & Performing Arts",C.B. Harding,,"Jeff Foxworthy, Bill Engvall, Ron White, Larry The Cable Guy, David Alan Grier, Heidi Klum, Chris Cagle",3/28/2003,5/21/2017,105,Warner Bros.,Fresh,92,13,Upright,79,55918,8,12,1
m/blue_gardenia,The Blue Gardenia,"Deeply distraught that her GI ex-boyfriend plans to marry another woman, Norah Larkin (Anne Baxter) agrees to go out on a date with lothario Harry Prebble (Raymond Burr). Norah's drunken night out with Prebble ends in a hazily remembered confrontation and the next day a startling discovery: Harry has been murdered, and the police have found Norah's personal effects at the scene. Tipped off to the breaking news, reporter Casey Mayo (Richard Conte) invites Norah to tell her side of the story.",,NR,"Classics, Drama, Mystery & Suspense",Fritz Lang,Charles Hoffman,"Richard Conte, Anne Baxter, Ann Sothern, Raymond Burr, Jeff Donnell, Richard Erdman, George Reeves, Ruth Storey, Ray Walker, Alex Gottlieb, Nat 'King' Cole, Celia Lovsky, Frank Ferguson, Robert Shayne",3/23/1953,3/10/2017,90,Warner Bros.,Fresh,80,15,Upright,61,1036,5,12,3
m/blume_in_love,Blume in Love,A California lawyer (George Segal) tries to win back his ex-wife (Susan Anspach) from her lazy live-in boyfriend (Kris Kristofferson).,,R,"Classics, Comedy",Paul Mazursky,Paul Mazursky,"George Segal, Susan Anspach, Kris Kristofferson, Marsha Mason, Shelley Winters, Paul Mazursky, Annazette Chase, Shelley Morrison, Erin O'Reilly, Donald F. Muhich",6/17/1973,4/16/2012,115,WARNER BROTHERS PICTURES,Fresh,83,6,Spilled,57,116,1,5,1
m/body_snatchers,Body Snatchers,"When Environmental Protection Agency inspector Steve Malone (Terry Kinney) travels to a remote military base in order to check for toxic materials, he brings his family along for the ride. After arriving at the base, his teenage daughter Marti (Gabrielle Anwar) befriends Jean Platt (Christine Elise), daughter of the base's commander, General Platt (R. Lee Ermey). When people at the base begin acting strangely, Marti becomes convinced that they are slowly being replaced by plant-like aliens.","Body Snatchers may not topple previous adaptions, but it boasts an effective sense of dread and strong characterizations.",R,"Horror, Mystery & Suspense, Science Fiction & Fantasy",Abel Ferrara,"Stuart Gordon, Dennis Paoli, Larry Cohen, Nicholas St. John","Gabrielle Anwar, Terry Kinney, Billy Wirth, Meg Tilly, Forest Whitaker, Christine Elise, R. Lee Ermey, Reilly Murphy, Kathleen Doyle, G. Elvis Phillips, Stanley Small, Ferne Cassel, Tonea Stewart, Keith Smith, Winston E. Grant, Phil Neilson, Michael Cohen (II), Timothy P. Brown, Jennifer Tilly, Thurman L. Combs, Allen Perada, Rick Kangrga, Sylvia Small, Adrian Unveragh, Johnny L. Smith, Candy Orsini, Marty Lyons, Kimberly L. Cole, James P. Monoghan, Craig Lockhart, Darien Taylor",1/1/1993,1/1/2008,87,Warner Home Video,Fresh,69,29,Spilled,38,13812,4,20,9
m/bogus,Bogus,"A car accident leaves young Albert (Haley Joel Osment) orphaned, so he goes to live in New Jersey with Harriet (Whoopi Goldberg), who was his late mother's adopted sister. When the two of them have trouble getting along, Albert copes by befriending Bogus (Gérard Depardieu), a friendly, caring French magician who happens to be a figment of his mind. This new companion helps the youth come to terms with the loss of his parents -- but also, unexpectedly, helps Harriet confront her own feelings.",,PG,Comedy,Norman Jewison,Alvin Sargent,"Whoopi Goldberg, Gérard Depardieu, Haley Joel Osment, Denis Mercier, Andrea Martin, Nancy Travis, Ute Lemper, Sheryl Lee Ralph, Barbara Hamilton, Al Waxman, Elizabeth Harpur, Fiona  Reid, Kevin Jackson, Richard Portnow, Mo Gaffney, Sara Peery, Cynthia Mace, Don Francks, Justine Johnston, Frank Medrano, Philip Williams, Jackie Richardson, Quancetia Hamilton, Jared Durand, Michael Vollans, D. Ruby Son, Michael Ho, Fielding Horan, Dina Morrone, Stuart Hughes, Stan Coles, Yetunde Alabi, Jennifer Pisana, Michael R. Sousa, Yvan Labelle, Damon D'Oliveira, Csaba McZala, Muguette Moreau, Tabitha Lupien, Nicolette Hazenwinkel, Doug Gilmore, Rebekah Abou-Keer, Kenner Ames, Shelley Bianchi, Heather Braaten, Roger Clown, David Dunlop, Alexei Fateyev, Vince Fera, Joe Gladman, Theresa Fung, Orville Heyn, Peter Jarvis, Lisa Renee Knight, Gigi de Leon, Kelly McIntosh, Jennifer Podemski, Simmi Raymond, Sonny Tran, Jason Twardowski",9/6/1996,8/10/2016,110,Warner Home Video,Rotten,44,16,Spilled,45,9190,4,7,9
m/bomb_it,Bomb It,A history shows graffiti from ancient cave paintings to a contemporary boom in the 1970s.,,NR,"Documentary, Musical & Performing Arts, Special Interest",Jon Reiss,Jon Reiss,"Blek Le Rat, Chaz Bojorquez, Cornbread, Daim, DJ Lady Tribe, Ron English, Faith 47, Os Gemeos, Pose II, Seage, Shepard Fairey, Sixe, T-Kid 170, Taki 183, Very One, Zephyr",4/25/2008,3/22/2016,93,Warner Home Video,Fresh,88,16,Upright,81,481,8,14,2
m/bonfire_of_the_vanities,The Bonfire of the Vanities,"In this adaptation of the Tom Wolfe novel, powerful Wall Street executive Sherman McCoy (Tom Hanks) is riding with his greedy girlfriend, Maria (Melanie Griffith), when she makes a wrong turn and winds up in the Bronx. There, she runs over a black boy and drives off without reporting it. When alcoholic tabloid reporter Peter Fallow (Bruce Willis) discovers the story, he knows it will be scandalous and riles up New Yorkers with his coverage of the case, which soon goes to trial.","The Bonfire of the Vanities is a vapid adaptation of a thoughtful book, fatally miscast and shorn of the source material's crucial sense of irony. Add it to the pyre of Hollywood's ambitious failures.",R,Comedy,Brian DePalma,Michael Cristofer,"Tom Hanks, Bruce Willis, Melanie Griffith, Kim Cattrall, Saul Rubinek, Morgan Freeman, F. Murray Abraham, John Hancock, Kevin Dunn, Clifton James, Louis Giambalvo, Barton Heyman, Norman Parker, Donald Moffat, Alan King, Patrick Malone, Beth Broderick, Kurt Fuller, Brian DePalma, Adam LeFevre, Richard Libertini, Andre Gregory, Debbie Lee Carrington, Geraldo Rivera, Mary Alice, Robert Stephens, Sarah Essex, Marjorie Monaghan, Nickolas Levitin, Rita Wilson, Kirsten Dunst, Troy Winbush, Emmanuel Xuereb, Scotty Bloch, Hansford Rowe, Elizabeth Owens, Malachy McCourt, John Bentley, William Clark, William Woodson, Nelson Vasquez, Fanni Green, Roy Milton Davis, Shiek Mahmud-Bey, Stewart J. Zully, Helen Stenborg, Timothy Jenkins, Sam Jenkins, Vito D'Ambrosio, Paul Bates, Kirk Taylor, O. Laron Clark, Louis P. Lebherz, Joyce Walker, Anatoly Davydov, Adina Winston, Richard Belzer, Cynthia Mason, Ermal Williamson, W.M. Hunt, Gian-Carlo Scandiuzzi, Jon Rashad Kamal, Channing Chase, Barry Michlin, Connie Sawyer, Johnny Crear, Sherri Paysinger, Kathryn Danielle, Oliver Dixon, Jennifer Bassey, Katrina Braque, Jeff Brooks, T.J. Coan, Don R. McManus, James Lally, Marcia Mitzman, Camryn Manheim, J.D. Wyatt, Edye Byrde, David Lipman, George Merritt, Nancy McDonald, Ray Iannicelli, Daniel Hagen, Kimberleigh Aarn, Walter Flanagan, Mike Hodge, Ernestine Jackson, Nicholas Levitin, Novella Nelson, Noble Lee Lester, Hal England, Joy Claussen, John Fink, Judith Burke, Staci Francis, Barbara Gooding, John Blythe Barrymore, Kathleen Murphy Palmer, Lorraine Moore, Doris Leggett, Richard Gilbert-Hill, Marie Chambers, Virginia Morris, Barry Niekrug, George Plimpton, Susan Forristal",12/21/1990,1/1/2008,126,Warner Home Video,Rotten,16,51,Spilled,26,12141,13,8,43
m/bonnie_and_clyde,Bonnie and Clyde,"Small-time crook Clyde Barrow (Warren Beatty) tries to steal a car and winds up with its owner's daughter, dissatisfied small-town girl Bonnie Parker (Faye Dunaway). Their crimes quickly spiral from petty theft to bank robbery, but tensions between the couple and the other members of their gang--hapless driver C.W. (Michael J. Pollard), Clyde's suave older brother Buck (Gene Hackman) and Buck's flibbertigibbet wife, Blanche (Estelle Parsons) --could destroy them all.","A paradigm-shifting classic of American cinema, Bonnie and Clyde packs a punch whose power continues to reverberate through thrillers decades later.",R,"Action & Adventure, Classics, Drama",Arthur Penn,"David Newman, Robert Benton","Warren Beatty, Faye Dunaway, Michael J. Pollard, Gene Hackman, Estelle Parsons, Denver Pyle, Dub Taylor, Gene Wilder, Evans Evans, James Stiver, Roy Heard, J.J. Lemmon Jr., Clyde Howdy, Joe Spratt, Garry Goodgion, James Stivers, Ken Mayer, Martha Adcock, Mabel Cavitt, Sadie French, Russ Marker, Ann Palmer",8/13/1967,8/15/2008,111,Warner Brothers/Seven Arts,Certified-Fresh,88,64,Upright,88,56566,12,56,8
m/border_incident,Border Incident,"In this topical film noir, a gang smuggles illegal Mexican farmworkers across the California border and kills the immigrants before they can return home. When federal agents Pablo Rodriguez (Ricardo Montalban) and Jack Bearnes (George Murphy) go undercover to overturn the organization, they find themselves face-to-face with its leader, Owen Parkson (Howard da Silva). The agents quickly realize that what began as a routine murder case has become a struggle for survival.",,NR,"Action & Adventure, Classics, Drama, Mystery & Suspense",Anthony Mann,John C. Higgins,"George Murphy, Ricardo Montalban, Howard Da Silva, James Mitchell, Arnold Moss, Alfonso Bedoya, Teresa Celli, Charles McGraw, José Torvay, John Ridgely, Arthur Hunnicutt, Sig Rumann, Otto Waldis, Tony Barr, Harry Antrim, John McGuire, Jack Lambert, Ned Young, Fred Graham, Lynn Whitney, Jerry Riggio, David Cota, Mitchell Lewis, Robert Cabal, Elias Gamboa, Martin Garralaga, Paul Marion, William 'Bill' Phillips, Lita Baron, Frank Conlan, Gordon Harris, Joe Dominguez",10/28/1949,11/27/2013,92,WARNER BROTHERS PICTURES,Fresh,67,6,Spilled,59,388,0,4,2
m/born_to_be_wild_2011,Born To Be Wild,"Morgan Freeman narrates this documentary about two dedicated animal preservationists. Daphne Sheldrick has created an elephant sanctuary in Kenya, while Dr. Biruté Mary Galdikas has set up an orphanage for orangutans in Borneo. In both cases, the young animals have been left alone after their parents were killed, by either poachers or similar human incursions into their natural habitats. Viewers get to see the animals nurtured with love and care before they are introduced back into the wild.",The human story of Born To Be Wild is captivating and the accompanying nature footage is utterly cute and charming.,G,Documentary,David Lickley,Drew Fellman,"Morgan Freeman, Dr. Birute Mary Galdikas, Daphne Sheldrick",4/8/2011,6/1/2013,40,Warner Bros./IMAX,Certified-Fresh,98,49,Upright,84,11227,20,48,1
m/boys_on_the_side,Boys on the Side,"After breaking up with her girlfriend, a nightclub singer, Jane (Whoopi Goldberg), answers a personal ad from Robin (Mary-Louise Parker), a real estate agent with AIDS, seeking a cross-country travel partner. On their journey from New York City to Los Angeles, the two stop by Pittsburgh to pick up Robin's friend Holly (Drew Barrymore), who is trying to escape an abusive relationship. With three distinct personalities, the women must overcome their differences to help one another.",,R,"Comedy, Drama",Herbert Ross,Don Roos,"Whoopi Goldberg, Mary-Louise Parker, Marie-Louise Parker, Drew Barrymore, Matthew McConaughey, James Remar, Billy Wirth, Anita Gillette, Dennis Boutsikaris, Estelle Parsons, Amy Aquino, Stan Egi, Stephen Gevedon, Gedde Watanabe, Amy Ray, Emily Saliers, Jude Ciccolella, Gede Watanabe, Jon Seda, Mimi Toro, Lori Alan, Mary Anne McGarry, Michael Storm, Danielle Shuman, Julian Neil, Niecy Nash, Ted Zerkowski, Jill C. Klein, Marnie Cressen, Aaron Lustig, Terri White, George Georgiadis, Cheryl A. Kelly, Adria Contreras, Malika Edwards, Pablo Espinosa, Kevin LaPresle, John F. Manfredonia, James Shuffield, Thomas Kevin Danaher, Richard Loewll McDole, Don Hewitt Sr., Andy Duppin, Alan Mirikitami, Joe Pyles, Worthy Davis, Josh Segal, Breta La Von, Patrice Jones, Tito Larriva, Gary Montemer, Vernon Francisco, Fidelis Manuel, Sylvester Oliver, Benedict Martinez, New Kiva Motions Puppet Theater",2/3/1995,7/1/2015,117,Warner Home Video,Fresh,74,35,Upright,69,35209,9,26,9
